movie_facebook_likes,imdb_score,cast_total_facebook_likes,movie_title
0,6.6,17278,Nanny McPheeŒæ
19000,8.3,16464,ScarfaceŒæ
0,6.7,2457,Nothing to LoseŒæ
0,7.8,2451,The Last EmperorŒæ
0,6.5,26625,ContrabandŒæ
666,6.1,2530,Money TalksŒæ
16000,8.1,533,There Will Be BloodŒæ
187,5.2,2908,The Wild Thornberrys MovieŒæ
329,5.6,3017,Rugrats Go WildŒæ
0,5.8,3001,Undercover BrotherŒæ
0,6.6,6862,The Sisterhood of the Traveling PantsŒæ
0,6.6,7945,Kiss of the DragonŒæ
0,5.5,18789,The House BunnyŒæ
671,5.5,3535,Beauty ShopŒæ
10000,7,6393,Million Dollar ArmŒæ
58000,6.5,36064,The GiverŒæ
0,5.8,16400,What a Girl WantsŒæ
0,5.6,1340,Jeepers Creepers IIŒæ
0,5.6,2822,Good Luck ChuckŒæ
1000,5.8,6867,Cradle 2 the GraveŒæ
0,7.6,12624,The HoursŒæ
0,6.4,20109,She's the ManŒæ
0,6.3,794,Mr. Bean's HolidayŒæ
686,4.6,2730,Anacondas: The Hunt for the Blood OrchidŒæ
0,6.5,18442,Blood TiesŒæ
18000,7.5,50927,August RushŒæ
0,7.5,1006,ElizabethŒæ
0,5.3,667,Bride of ChuckyŒæ
0,7.5,1548,Tora! Tora! Tora!Œæ
0,3.3,2176,Spice WorldŒæ
0,5.7,3850,The SitterŒæ
657,3.5,4378,Dance FlickŒæ
108000,9.3,13495,The Shawshank RedemptionŒæ
387,4.8,1315,Crocodile Dundee in Los AngelesŒæ
3000,6.9,16937,KingpinŒæ
0,6,3784,The GamblerŒæ
30000,7.3,39690,August: Osage CountyŒæ
901,6,235,Ice PrincessŒæ
0,6.6,1095,A Lot Like LoveŒæ
15000,7.5,21195,Eddie the EagleŒæ
0,6.9,37315,He Got GameŒæ
0,6.8,52122,Don Juan DeMarcoŒæ
834,8.3,55,Shaun the SheepŒæ            
14000,6.3,19945,Dear JohnŒæ
0,6.4,12841,The LosersŒæ
10000,5.6,3744,Don't Be Afraid of the DarkŒæ
0,6.3,33565,WarŒæ
0,7.3,11994,Punch-Drunk LoveŒæ
0,6.6,14180,EuroTripŒæ
564,4.6,1855,Half Past DeadŒæ
498,5.1,4431,Unaccompanied MinorsŒæ
377,5.6,3067,"Bright Lights, Big CityŒæ"
246,5.3,2465,The Adventures of PinocchioŒæ
0,7.5,1217,The Greatest Game Ever PlayedŒæ
0,5.6,2466,The BoxŒæ
0,5.9,1749,The RuinsŒæ
378,4.7,2498,The Next Best ThingŒæ
0,4.8,2537,My Soul to TakeŒæ
0,6.8,911,The Girl Next DoorŒæ
503,5.4,1634,Maximum RiskŒæ
215,5.1,3065,Stealing HarvardŒæ
43000,7,27659,LegendŒæ
0,6.7,2062,Hot RodŒæ
0,4,4952,Shark Night 3DŒæ
0,7.3,1282,Angela's AshesŒæ
14000,6.8,3757,Draft DayŒæ
0,6.1,1008,LifeforceŒæ
581,7.2,2346,The Powerpuff GirlsŒæ            
0,7,21163,The ConspiratorŒæ
5000,7.1,16651,Lords of DogtownŒæ
0,6.9,2230,The 33Œæ
19000,7.3,896,Big Trouble in Little ChinaŒæ
853,6.3,210,A Perfect PlanŒæ
77000,8.2,29692,WarriorŒæ
0,7.1,48482,Michael CollinsŒæ
0,7.7,2107,GettysburgŒæ
982,6.5,43560,Stop-LossŒæ
261,4.9,28987,AbandonŒæ
0,6.4,582,Brokedown PalaceŒæ
17000,5.9,2348,The PossessionŒæ
491,6.2,5023,Mrs. WinterbourneŒæ
7000,5.8,11431,Straw DogsŒæ
348,6.7,1134,The HoaxŒæ
0,5.9,583,Stone ColdŒæ
32000,7.3,23566,The RoadŒæ
739,4.8,611,SheenaŒæ
206,4.1,2165,UnderclassmanŒæ
295,4.9,2413,Say It Isn't SoŒæ
11000,7.9,12574,The World's Fastest IndianŒæ
4000,5.6,2603,Snakes on a PlaneŒæ
0,5.2,9662,Tank GirlŒæ
83,4.1,4990,King's RansomŒæ
0,6.6,142,BlindnessŒæ
937,2.9,2930,BloodRayneŒæ
21000,7.2,25143,CarnageŒæ
507,6.5,16090,Where the Truth LiesŒæ
0,6.8,539,Cirque du Soleil: Worlds AwayŒæ
942,7.2,4351,Without LimitsŒæ
0,6.8,1591,Me and Orson WellesŒæ
31000,7.8,5954,The Best OfferŒæ
6000,6.7,13809,Bad Lieutenant: Port of Call New OrleansŒæ
0,6.1,3874,A Turtle's Tale: Sammy's AdventuresŒæ
0,7.1,890,Little White LiesŒæ
636,5.7,3204,Love RanchŒæ
90,2.9,53,The True Story of Puss'N BootsŒæ
200,5.2,48,Space DogsŒæ
24000,5.3,27797,The CounselorŒæ
0,6.2,3287,IroncladŒæ
690,7.3,705,WaterlooŒæ
0,6.5,285,Kung Fu KillerŒæ
437,4.1,2204,Red SkyŒæ
0,7.7,35501,Dangerous LiaisonsŒæ
27000,6.1,33747,On the RoadŒæ
0,7.3,15449,Star Trek IV: The Voyage HomeŒæ
0,7.2,15111,Rocky BalboaŒæ
37000,5.3,3962,Point BreakŒæ
0,6.1,2321,Scream 2Œæ
0,5.8,21414,Jane Got a GunŒæ
3000,5.7,4830,Think Like a Man TooŒæ
0,6.7,17582,The Whole Nine YardsŒæ
0,6.5,1962,FootlooseŒæ
0,7.2,10325,Old SchoolŒæ
12000,7.6,12947,The Fisher KingŒæ
891,4.6,49847,I Still Know What You Did Last SummerŒæ
0,6.9,3946,Return to MeŒæ
0,6.6,638,Zack and Miri Make a PornoŒæ
455,6.3,12254,Nurse BettyŒæ
15000,6.2,32474,The Men Who Stare at GoatsŒæ
204,5.3,2557,Double TakeŒæ
0,7.3,13433,"Girl, InterruptedŒæ"
876,5.6,4681,Win a Date with Tad Hamilton!Œæ
619,6.2,3243,Muppets from SpaceŒæ
0,5.2,1458,The WizŒæ
650,5.3,4971,Ready to RumbleŒæ
153,5.4,1523,Play It to the BoneŒæ
0,4.9,5470,I Don't Know How She Does ItŒæ
13000,5.5,5737,Piranha 3DŒæ
0,6.7,23689,Beyond the SeaŒæ
839,3.9,24436,Meet the DeedlesŒæ
408,7.2,1088,The Princess and the CobblerŒæ
181,5.1,23769,The Bridge of San Luis ReyŒæ
12000,6.5,14699,FasterŒæ
13000,8.2,24263,Howl's Moving CastleŒæ
26000,7.7,28011,ZombielandŒæ
0,7.2,7122,King KongŒæ
0,6.1,13823,The WaterboyŒæ
17000,8.8,12643,Star Wars: Episode V - The Empire Strikes BackŒæ
0,6.8,11013,Bad BoysŒæ
0,6.8,3847,The Naked Gun 2Œ_: The Smell of FearŒæ
0,6.7,3345,Final DestinationŒæ
22000,7.1,57077,The Ides of MarchŒæ
5000,7.1,16196,Pitch BlackŒæ
0,6.1,20798,Someone Like You...Œæ
148000,8,19359,HerŒæ
15000,7.5,21195,Eddie the EagleŒæ
0,6.6,23242,Joy RideŒæ
0,5.4,2450,The Adventurer: The Curse of the Midas BoxŒæ
638,6.1,22040,Anywhere But HereŒæ
0,6.1,829,Chasing LibertyŒæ
153,5.6,1509,The CrewŒæ
0,5.8,31187,HaywireŒæ
0,2.8,2355,Jaws: The RevengeŒæ
1000,6.7,63194,Marvin's RoomŒæ
376,5.1,2453,The LongshotsŒæ
0,7.2,672,The End of the AffairŒæ
0,6,3671,Harley Davidson and the Marlboro ManŒæ
0,7.2,24248,In the Valley of ElahŒæ
0,6.7,735,Coco Before ChanelŒæ
0,6.3,4142,ForsakenŒæ
0,6.2,365,Chí©riŒæ
532,6.8,3276,RogueŒæ            
767,6.2,1618,Vanity FairŒæ
765,6.9,1059,Bodyguards and AssassinsŒæ
11000,6.8,214,1408Œæ
13000,7.1,2936,SpaceballsŒæ
18000,7.1,1795,The Water DivinerŒæ
0,7,3100,GhostŒæ
0,7.1,4664,There's Something About MaryŒæ
0,6.4,2790,The Santa ClauseŒæ
0,7,6657,The RookieŒæ
0,6.2,15170,The Game PlanŒæ
0,7.5,27237,The Bridges of Madison CountyŒæ
1000,4.8,1203,The AnimalŒæ
12000,8.1,1943,GandhiŒæ
55000,7.3,1484,The Hundred-Foot JourneyŒæ
0,5.8,1725,The NetŒæ
15000,7.6,3152,I Am SamŒæ
15000,5.6,775,Son of GodŒæ
0,7,1777,UnderworldŒæ
0,6.6,2019,DerailedŒæ
0,6.5,16031,The Informant!Œæ
2000,7.4,13619,ShadowlandsŒæ
887,4.6,1729,Deuce Bigalow: European GigoloŒæ
0,6.4,1006,Delivery ManŒæ
11000,6,12876,Victor FrankensteinŒæ
0,6.4,540,Our Kind of TraitorŒæ
739,5.9,664,Saving SilvermanŒæ
0,6.4,3153,Diary of a Wimpy Kid: Dog DaysŒæ
0,6.6,5386,Summer of SamŒæ
0,6.9,11632,Jay and Silent Bob Strike BackŒæ
0,6.9,34838,The IslandŒæ
804,5.8,4239,The Glass HouseŒæ
23000,6.4,38494,"Hail, Caesar!Œæ"
0,5.3,3769,Josie and the PussycatsŒæ
15000,6.5,39989,HomefrontŒæ
0,5.7,2216,The Little VampireŒæ
0,6.7,8094,I Heart HuckabeesŒæ
716,3.9,3148,RoboCop 3Œæ
158,4.1,4221,Megiddo: The Omega Code 2Œæ
104,6.2,788,Darling LiliŒæ
272,3.8,5568,Dudley Do-RightŒæ
0,5.1,1411,The Transporter RefueledŒæ
0,6.4,42484,The LibertineŒæ
0,7.8,2590,Black BookŒæ
11000,7.8,773,Joyeux NoelŒæ
0,6.1,15922,Hit and RunŒæ
687,5.8,2453,Mad MoneyŒæ
11000,6.3,14617,Before I Go to SleepŒæ
0,7.7,1011,SorcererŒæ
0,5.4,37766,StoneŒæ
815,7.3,1651,MoliíÂreŒæ
17000,6.8,24134,Out of the FurnaceŒæ
0,7.3,3284,Michael ClaytonŒæ
758,6.5,4629,My Fellow AmericansŒæ
0,7.2,13576,Arlington RoadŒæ
0,6.7,30,UnderdogsŒæ
18000,6.3,1205,To Rome with LoveŒæ
0,5.9,16805,FirefoxŒæ
0,7.8,3003,South Park: Bigger Longer & UncutŒæ
0,7.4,24324,Death at a FuneralŒæ
1000,4.8,1254,Teenage Mutant Ninja Turtles IIIŒæ
0,6.3,18630,HardballŒæ
117000,7.8,72115,Silver Linings PlaybookŒæ
10000,7.5,3994,Freedom WritersŒæ
0,6,6035,For Colored GirlsŒæ
0,6.8,27572,The TransporterŒæ
0,6.6,4089,Never Back DownŒæ
897,4.6,3162,The Rage: Carrie 2Œæ
141,2.9,98,The BachelorŒæ            
7000,7.1,1997,Away We GoŒæ
1000,6.1,6212,Swing VoteŒæ
365,6.7,16692,Moonlight MileŒæ
24000,7.1,46241,Tinker Tailor Soldier SpyŒæ
284,5.8,1562,MollyŒæ
17000,6.7,34705,The BeaverŒæ
0,5.8,3688,The Best Little Whorehouse in TexasŒæ
6000,6.8,2990,eXistenZŒæ
16000,8.5,12906,Raiders of the Lost ArkŒæ
0,6.6,7860,Home Alone 2: Lost in New YorkŒæ
0,7.7,1591,Close Encounters of the Third KindŒæ
0,4.7,19952,PulseŒæ
0,6.4,4121,Beverly Hills Cop IIŒæ
800,5.5,2505,Bringing Down the HouseŒæ
40000,8.6,13184,The Silence of the LambsŒæ
0,7,4263,Wayne's WorldŒæ
0,7.1,1787,Jackass 3DŒæ
0,5.7,1520,Jaws 2Œæ
0,3.7,4729,Beverly Hills ChihuahuaŒæ
131000,7.5,9049,The ConjuringŒæ
773,4.6,3558,Are We There Yet?Œæ
11000,4.9,2654,TammyŒæ
0,6.9,2287,DisturbiaŒæ
0,7.1,4403,School of RockŒæ
0,5.8,3816,Mortal KombatŒæ
0,7,679,Wicker ParkŒæ
0,5.4,6313,White ChicksŒæ
22000,7.3,9578,The DescendantsŒæ
0,7.1,1293,HolesŒæ
10000,5.8,2341,The Last SongŒæ
83000,8.1,4251,12 Years a SlaveŒæ
2000,5.7,2390,DrumlineŒæ
0,4.4,6657,Why Did I Get Married Too?Œæ
16000,7.9,42330,Edward ScissorhandsŒæ
51000,7.6,21852,Me Before YouŒæ
0,4.8,2753,Madea's Witness ProtectionŒæ
0,7.8,1196,The French ConnectionŒæ
18000,6.7,18786,Bad MomsŒæ
806,2.7,6539,Date MovieŒæ
302,5.8,3402,Return to Never LandŒæ
22000,7.5,3869,SelmaŒæ
227,5.4,4480,The Jungle Book 2Œæ
1000,4.1,1383,BoogeymanŒæ
0,5.9,1825,PremonitionŒæ
347,6.3,575,The Tigger MovieŒæ
20000,7,88953,OrphanŒæ
33000,6.8,2851,MaxŒæ
211,3.5,1530,Meet the BrownsŒæ            
0,2.3,4293,Epic MovieŒæ
0,6.9,2024,Conan the BarbarianŒæ
80000,8.1,1058,SpotlightŒæ
0,6.1,2382,Lakeview TerraceŒæ
930,5,5746,The Grudge 2Œæ
0,5.5,1660,How Stella Got Her Groove BackŒæ
0,6.2,20188,Bill & Ted's Bogus JourneyŒæ
0,6.2,52571,Man of the YearŒæ
4000,5.9,2110,The Black HoleŒæ
10000,6.3,1454,The AmericanŒæ
0,6.7,1735,SelenaŒæ
16000,3.5,2898,Vampires SuckŒæ
0,7.5,11248,BabelŒæ
14000,6.6,4662,This Is Where I Leave YouŒæ
0,7.5,33903,DoubtŒæ
0,7.2,2609,Team America: World PoliceŒæ
16000,4.8,1945,Texas Chainsaw 3DŒæ
0,6.6,12338,CopycatŒæ
13000,3.5,34319,Scary Movie 5Œæ
0,6.7,17775,Paint Your WagonŒæ
10000,7.6,13189,MilkŒæ
21000,6.3,389,RisenŒæ
0,5.5,1083,Ghost ShipŒæ
21000,6.3,2462,A Very Harold & Kumar 3D ChristmasŒæ
0,6.5,14275,Wild ThingsŒæ
0,5.6,3292,The StepfatherŒæ
0,6.9,1136,The DebtŒæ
10000,7.6,3141,High FidelityŒæ
0,3.9,1834,One Missed CallŒæ
613,6.1,3174,Eye for an EyeŒæ
0,7.3,27755,The Bank JobŒæ
52000,8.3,19364,Eternal Sunshine of the Spotless MindŒæ
0,5.8,4813,You AgainŒæ
0,6.8,33878,Street KingsŒæ
49000,7,278,The World's EndŒæ
590,5.9,3327,Nancy DrewŒæ
0,6.5,189,DaybreakersŒæ
0,6.4,5707,She's Out of My LeagueŒæ
6000,5.8,4257,Monte CarloŒæ
0,5.1,3590,Stay AliveŒæ
0,6.8,45841,Quigley Down UnderŒæ
0,5.3,2486,Alpha and OmegaŒæ
3000,5.3,3261,The CovenantŒæ
0,6.4,14903,Stick ItŒæ
431,4.9,88422,ShortsŒæ
1000,6.8,3598,To Die ForŒæ
0,7.1,1780,NerveŒæ
0,6.8,10507,AppaloosaŒæ
0,6.1,5123,VampiresŒæ
124,7,0,Yu-Gi-Oh! Duel MonstersŒæ            
18000,8.5,1885,PsychoŒæ
0,5.9,3301,My Best Friend's GirlŒæ
0,6.3,18760,Endless LoveŒæ
681,5.9,4039,Georgia RuleŒæ
501,5.4,1761,Under the RainbowŒæ
0,7,2251,LadyhawkeŒæ
0,6.9,1816,Simon BirchŒæ
0,7.5,17050,Reign Over MeŒæ
76000,8.2,18752,Into the WildŒæ
484,5.9,4374,School for ScoundrelsŒæ
25000,5,2173,Silent Hill: Revelation 3DŒæ
12000,7.3,23296,From Dusk Till DawnŒæ
264,6.4,861,Pooh's Heffalump MovieŒæ
0,6.6,25263,Home for the HolidaysŒæ
0,7.8,537,Kung Fu HustleŒæ
4,6.7,1557,Fired UpŒæ            
422,4,8189,The Country BearsŒæ
0,7.6,904,The Kite RunnerŒæ
0,7.7,7567,21 GramsŒæ
269,5.8,2915,PaparazziŒæ
19000,5.2,44061,TwilightŒæ
401,5.6,2698,A Guy ThingŒæ
1000,5.3,1189,LoserŒæ
10000,7.4,2327,Capitalism: A Love StoryŒæ
1000,6.6,1934,The Greatest Story Ever ToldŒæ
0,6.2,9941,Secret in Their EyesŒæ
0,1.9,2857,Disaster MovieŒæ
0,5.7,137712,ArmoredŒæ
0,6.6,15183,The Man Who Knew Too LittleŒæ
0,6,15713,What's Your Number?Œæ
10000,6.1,1414,LockoutŒæ
713,4.8,1189,EnvyŒæ
0,6.2,30541,Crank: High VoltageŒæ
979,7.5,4302,Bullets Over BroadwayŒæ
0,6.3,908,One Night with the KingŒæ
983,7.1,3431,The Quiet AmericanŒæ
0,6.6,13156,The Weather ManŒæ
977,6.1,2880,UndisputedŒæ
0,6.7,500,Ghost TownŒæ
0,5.6,2799,12 RoundsŒæ
25000,7.2,20258,Let Me InŒæ
444,4.3,1151,3 Ninjas Kick BackŒæ
0,6.4,1778,Be Kind RewindŒæ
0,7.1,5637,Mrs Henderson PresentsŒæ
0,6.3,27214,Triple 9Œæ
0,7.4,11867,Deconstructing HarryŒæ
311,6.1,4843,Three to TangoŒæ
25000,6.6,16926,BurntŒæ
855,6,24887,We're No AngelsŒæ
0,6.8,1614,Everyone Says I Love YouŒæ
0,7.4,24324,Death at a FuneralŒæ
0,6.8,3309,Death SentenceŒæ
10000,7.2,23409,Everybody's FineŒæ
0,1.9,1343,Superbabies: Baby Geniuses 2Œæ
676,5.5,1019,The ManŒæ
233,4.5,2700,Code Name: The CleanerŒæ
924,6.3,2730,Connie and CarlaŒæ
548,7,2172,Sweet CharityŒæ
18000,6.7,707,Inherent ViceŒæ
346,2.8,2185,DoogalŒæ
0,5,3177,Battle of the YearŒæ
0,7.5,2240,PerceptionŒæ            
797,4.3,2907,An American CarolŒæ
48000,5.6,2848,Machete KillsŒæ
0,6.2,1267,WillardŒæ
847,5.3,4218,Strange WildernessŒæ
608,7.4,1690,Topsy-TurvyŒæ
15000,7.4,5705,Little BoyŒæ
36000,6.5,23755,A Dangerous MethodŒæ
0,7.1,39507,A Scanner DarklyŒæ
13000,7.2,21200,Chasing MavericksŒæ
1000,2.3,838,Alone in the DarkŒæ
1000,6.4,1573,BandslamŒæ
0,6.1,2295,BirthŒæ
0,7,3979,A Most Violent YearŒæ
971,6.5,3493,PasschendaeleŒæ
0,7,64,Flash of GeniusŒæ
0,7,36398,I'm Not There.Œæ
0,4.9,30134,The Cold Light of DayŒæ
0,6.9,3014,The Brothers BloomŒæ
13000,7.5,24732,"Synecdoche, New YorkŒæ"
11000,8.4,2710,Princess MononokeŒæ
235,6.9,1776,Bon voyageŒæ
1000,4.5,1462,Can't Stop the MusicŒæ
0,7.4,2129,The PropositionŒæ
0,7,3384,CourageŒæ
241,2.8,2467,Marci XŒæ
20000,7.5,25088,EquilibriumŒæ
1000,7.1,1003,The Children of Huang ShiŒæ
401,6.4,11433,The YardsŒæ
831,6.7,1978,The Oogieloves in the Big Balloon AdventureŒæ
0,5.3,22319,By the SeaŒæ
973,6.9,991,SteamboyŒæ
445,6.2,20354,The Game of Their LivesŒæ
0,6.3,39515,All Good ThingsŒæ
399,6.4,1592,Rapa NuiŒæ
1000,6.5,82,CJ7Œæ
136,6,182,Les couloirs du temps: Les visiteurs IIŒæ
0,5.1,1577,Dylan Dog: Dead of NightŒæ
217,5.5,15612,People I KnowŒæ
0,7.2,344,The Doombolt ChaseŒæ            
0,5.4,3785,The TempestŒæ
0,5.7,10982,RegressionŒæ
30,5.2,726,The TouchŒæ
314,6.2,1113,Three Kingdoms: Resurrection of the DragonŒæ
0,6.7,20472,ShatteredŒæ
1000,5.8,15680,ZambeziaŒæ
58,7,164,RamanujanŒæ
70,4.8,1092,Dwegons and LeprechaunsŒæ
0,7.2,27425,Hands of StoneŒæ
0,5.6,17957,SurvivorŒæ
11000,6.4,16355,The Frozen GroundŒæ
0,7.5,2608,The Painted VeilŒæ
0,7.4,1601,The Baader Meinhof ComplexŒæ
0,8,2398,Dances with WolvesŒæ
16000,5.7,5547,Bad TeacherŒæ
0,6.8,15914,Sea of LoveŒæ
0,5.9,3092,A Cinderella StoryŒæ
11000,7.2,1212,ScreamŒæ
0,5.5,3023,Thir13en GhostsŒæ
37000,8.4,2560,The ShiningŒæ
39000,8.5,3230,Back to the FutureŒæ
0,5.6,2872,House on Haunted HillŒæ
1000,4.1,1465,I Can Do Bad All by MyselfŒæ
1000,5,2374,Fight ValleyŒæ
0,6.1,1292,The SwitchŒæ
0,5.4,2020,Just MarriedŒæ
14000,7.1,35561,The Devil's DoubleŒæ
0,6.6,1462,"Gone, Baby, GoneŒæ            "
663,3.6,2429,Thomas and the Magic RailroadŒæ
0,6.5,2609,The CraziesŒæ
28000,8.6,44,Spirited AwayŒæ
332,6.2,635,FirestormŒæ
1000,7,28094,The BountyŒæ
53000,7.6,1985,The Book ThiefŒæ
0,6.5,4324,Sex DriveŒæ
13000,6.4,4094,Leap YearŒæ
560,6.7,1131,The Fall of the Roman EmpireŒæ
0,6.3,5519,Take Me Home TonightŒæ
0,6.4,3260,Won't Back DownŒæ
238,5.7,2,The NutcrackerŒæ
228,6.3,14579,Kansas CityŒæ
599,7.8,8972,IndignationŒæ
0,6,120797,The Amityville HorrorŒæ
0,7.7,25489,Adaptation.Œæ
0,6.2,1876,Land of the DeadŒæ
124,5.7,151,Out of InfernoŒæ
15000,7.7,43105,Fear and Loathing in Las VegasŒæ
13000,6.4,7252,The Invention of LyingŒæ
21000,6.4,2771,NeighborsŒæ
0,6.9,2085,The MaskŒæ
0,7.3,28018,BigŒæ
0,7.3,505,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of KazakhstanŒæ
0,6.2,4380,Legally BlondeŒæ
0,6.6,14762,Star Trek III: The Search for SpockŒæ
0,6.7,2759,The Exorcism of Emily RoseŒæ
0,5.7,2604,Deuce Bigalow: Male GigoloŒæ
31000,3.1,15044,Left BehindŒæ
0,6.3,1615,The Family StoneŒæ
265,5.7,3956,Barbershop 2: Back in BusinessŒæ
10000,7.1,3151,Bad SantaŒæ
0,7,10557,Austin Powers: International Man of MysteryŒæ
19000,6.1,2259,My Big Fat Greek Wedding 2Œæ
0,6.6,3567,Diary of a Wimpy Kid: Rodrick RulesŒæ
13000,7.8,4223,PredatorŒæ
16000,8.3,3076,AmadeusŒæ
1000,3.9,4867,Prom NightŒæ
0,7,5032,Mean GirlsŒæ
0,6.7,1310,Under the Tuscan SunŒæ
0,7.3,3261,Gosford ParkŒæ
0,7.5,2546,The O.C.Œæ            
0,6.3,14672,Peggy Sue Got MarriedŒæ
114000,7.8,21668,Birdman or (The Unexpected Virtue of Ignorance)Œæ
36000,7.3,1353,Blue JasmineŒæ
0,7.6,313,United 93Œæ
0,5.3,4868,HoneyŒæ
0,7.9,32930,GloryŒæ
588,5.3,2653,Spy HardŒæ
7000,6.8,4877,The FogŒæ
15000,7.1,5024,Soul SurferŒæ
0,7.2,2032,Catch-22Œæ
0,5.8,727,Observe and ReportŒæ
2000,5.8,2481,Conan the DestroyerŒæ
0,8.3,23008,Raging BullŒæ
0,5.6,4947,Love HappensŒæ
0,6.8,605,Young Sherlock HolmesŒæ
0,5,5734,FameŒæ
63000,7.6,11984,127 HoursŒæ
812,6.7,23283,Small Time CrooksŒæ
0,6.7,1201,Center StageŒæ
0,5.7,10691,Love the CoopersŒæ
591,5.2,18711,Catch That KidŒæ
0,7.5,21622,Life as a HouseŒæ
23000,7.2,28933,Steve JobsŒæ
0,5.3,4072,"I Love You, Beth CooperŒæ"
0,6.5,16004,Youth in RevoltŒæ
346,5,927,The Legend of the Lone RangerŒæ
813,6.1,14995,The Tailor of PanamaŒæ
2000,7.4,1067,Blow OutŒæ
4000,4.4,676,GetawayŒæ
0,7.5,1466,The Ice StormŒæ
3000,5.7,1673,And So It GoesŒæ
0,5.5,2368,Troop Beverly HillsŒæ
562,7.1,847,Being JuliaŒæ
0,5.9,711,9Œ_ WeeksŒæ
0,6.7,1263,DragonslayerŒæ
0,7,1341,The Last StationŒæ
0,7.9,56585,Ed WoodŒæ
0,6.9,39307,Labor DayŒæ
0,7.3,653,Mongol: The Rise of Genghis KhanŒæ
12000,7.3,46944,RocknRollaŒæ
0,3.5,1356,MegaforceŒæ
0,7.8,1645,HamletŒæ
0,7.4,1598,Mao's Last DancerŒæ
0,6.7,5671,Midnight SpecialŒæ
827,6.4,14843,Anything ElseŒæ
18000,7.1,39463,The Railway ManŒæ
0,6.7,1906,UnforgettableŒæ            
0,7.8,167,The White RibbonŒæ
378,4,1498,RestorationŒæ
0,5.9,2319,The WraithŒæ
2000,7.2,4094,The Salton SeaŒæ
19000,7.2,1083,Metallica Through the NeverŒæ
1000,5.1,2215,The InformersŒæ
0,7.7,1032,CarlosŒæ            
342,5.5,198,I Come with the RainŒæ
271,6.2,2705,One Man's HeroŒæ
3000,7.2,1592,Day of the DeadŒæ
0,5.2,3212,I Am WrathŒæ
0,6.7,1185,RenaissanceŒæ
0,6.3,4142,ForsakenŒæ
0,5,1243,Red SonjaŒæ
10000,6.2,25804,Red LightsŒæ
0,7.6,17584,SuperbadŒæ
804,4.1,3699,Madea Goes to JailŒæ
0,5.3,13545,WolvesŒæ
0,6.2,816,Step Up 2: The StreetsŒæ
0,6.5,14385,Hoodwinked!Œæ
12000,8.1,4142,Hotel RwandaŒæ
0,6.3,2124,HitmanŒæ
0,4.4,1373,Black NativityŒæ
0,4.6,16735,The PrinceŒæ
204,6,245,City of GhostsŒæ
20000,7.6,956,The OthersŒæ
18000,8.4,4228,AliensŒæ
0,7.9,1164,My Fair LadyŒæ
0,5.6,50284,I Know What You Did Last SummerŒæ
14000,6.5,3627,Let's Be CopsŒæ
0,7.5,2170,SidewaysŒæ
0,6.3,35345,BeerfestŒæ
12000,7.9,4400,HalloweenŒæ
0,7.9,6229,HeroŒæ
309,5.1,2164,Good Boy!Œæ
7000,6.7,5306,The Best Man HolidayŒæ
3000,6.7,19410,Smokin' AcesŒæ
12000,5.6,1978,Saw 3D: The Final ChapterŒæ
2000,5.6,3294,40 Days and 40 NightsŒæ
30000,6.8,25549,TRON: LegacyŒæ
0,6.2,9271,A Night at the RoxburyŒæ
16000,5.6,17396,BeastlyŒæ
0,6.4,4500,The Hills Have EyesŒæ
320,5.6,2713,Dickie Roberts: Former Child StarŒæ
21000,7.4,952,"McFarland, USAŒæ"
0,4.9,4797,Lottery TicketŒæ
874,6,1538,ATLŒæ
36000,7.2,12676,Pitch PerfectŒæ
476,4.9,3344,Summer CatchŒæ
0,7.5,2365,A Simple PlanŒæ
814,4.8,4060,TheyŒæ
110,3.1,2135,Larry the Cable Guy: Health InspectorŒæ
339,5.8,2020,The Adventures of Elmo in GrouchlandŒæ
4000,6.7,6317,Brooklyn's FinestŒæ
419,6.8,1567,55 Days at PekingŒæ
70000,6.5,673,Evil DeadŒæ
0,5.9,2016,My Life in RuinsŒæ
300,5.5,5992,American DreamzŒæ
1000,3.6,3007,Superman IV: The Quest for PeaceŒæ
238,3.3,760,How She MoveŒæ
0,7.4,27381,Running ScaredŒæ
352,6.7,1727,Bobby Jones: Stroke of GeniusŒæ
154,3,805,Shanghai SurpriseŒæ
15000,7.6,4210,The IllusionistŒæ
0,6.4,1262,RoarŒæ
0,6.9,409,Veronica GuerinŒæ
0,6.6,14492,Escobar: Paradise LostŒæ
0,5.5,2340,Southland TalesŒæ
0,6.6,1364,Dragon HuntersŒæ
903,5.2,1769,Damnation AlleyŒæ
0,4.1,730,The ApparitionŒæ
0,6.8,5433,My GirlŒæ
0,6.5,25173,Fur: An Imaginary Portrait of Diane ArbusŒæ
15000,7.6,4210,The IllusionistŒæ
0,7.4,1607,Wall StreetŒæ
0,7.7,41059,Sense and SensibilityŒæ
0,7.1,12554,Becoming JaneŒæ
0,6.3,2785,Sydney WhiteŒæ
0,7.6,2282,House of Sand and FogŒæ
23000,8,51609,Dead Poets SocietyŒæ
0,7.3,2985,Dumb & DumberŒæ
0,7.6,485,When Harry Met Sally...Œæ
0,7.8,2330,The VerdictŒæ
0,6.5,3889,Road TripŒæ
0,6.4,23369,Varsity BluesŒæ
30000,8,4606,The ArtistŒæ
0,4.8,12183,The UnbornŒæ
71000,7.8,27911,Moonrise KingdomŒæ
