num_critic_for_reviews,num_user_for_reviews,movie_title
129,147,Let's Be CopsåÊ
285,835,SidewaysåÊ
91,177,BeerfeståÊ
318,1191,HalloweenåÊ
283,841,HeroåÊ
52,48,Good Boy!åÊ
56,64,The Best Man HolidayåÊ
186,482,Smokin' AcesåÊ
178,279,Saw 3D: The Final ChapteråÊ
140,207,40 Days and 40 NightsåÊ
469,665,TRON: LegacyåÊ
63,239,A Night at the RoxburyåÊ
148,129,BeastlyåÊ
265,855,The Hills Have EyesåÊ
75,117,Dickie Roberts: Former Child StaråÊ
113,83,"McFarland, USAåÊ"
62,30,Lottery TicketåÊ
54,92,ATLåÊ
223,250,Pitch PerfectåÊ
50,107,Summer CatchåÊ
125,416,A Simple PlanåÊ
81,271,TheyåÊ
37,112,Larry the Cable Guy: Health InspectoråÊ
44,37,The Adventures of Elmo in GrouchlandåÊ
197,138,Brooklyn's FineståÊ
15,50,55 Days at PekingåÊ
543,789,Evil DeadåÊ
112,75,My Life in RuinsåÊ
153,217,American DreamzåÊ
94,259,Superman IV: The Quest for PeaceåÊ
62,18,How She MoveåÊ
157,419,Running ScaredåÊ
35,64,Bobby Jones: Stroke of GeniusåÊ
21,28,Shanghai SurpriseåÊ
236,645,The IllusioniståÊ
50,27,RoaråÊ
106,113,Veronica GuerinåÊ
106,39,Escobar: Paradise LoståÊ
173,238,Southland TalesåÊ
41,39,Dragon HuntersåÊ
41,71,Damnation AlleyåÊ
145,108,The ApparitionåÊ
31,115,My GirlåÊ
105,97,Fur: An Imaginary Portrait of Diane ArbusåÊ
236,645,The IllusioniståÊ
114,219,Wall StreetåÊ
69,196,Sense and SensibilityåÊ
150,151,Becoming JaneåÊ
72,50,Sydney WhiteåÊ
158,469,House of Sand and FogåÊ
96,491,Dead Poets SocietyåÊ
84,438,Dumb & DumberåÊ
114,273,When Harry Met Sally...åÊ
79,154,The VerdictåÊ
103,302,Road TripåÊ
67,267,Varsity BluesåÊ
576,583,The ArtiståÊ
178,230,The UnbornåÊ
487,377,Moonrise KingdomåÊ
196,366,The Texas Chainsaw Massacre: The BeginningåÊ
24,30,The Young MessiahåÊ
56,307,The Master of DisguiseåÊ
406,1083,Pan's LabyrinthåÊ
3,57,The MessengersåÊ            
51,53,See Spot RunåÊ
41,81,Baby BoyåÊ
138,115,The RoommateåÊ
78,205,Joe DirtåÊ
40,72,Double ImpactåÊ
285,687,Hot FuzzåÊ
124,125,The WomenåÊ
275,365,Vicky Cristina BarcelonaåÊ
34,54,Arn: The Knight TemplaråÊ
81,46,Bad MomsåÊ
67,134,Boys and GirlsåÊ
103,171,White OleanderåÊ
300,294,Jennifer's BodyåÊ
84,148,Drowning MonaåÊ
64,91,Radio DaysåÊ
169,374,Left BehindåÊ
158,361,Remember MeåÊ
46,95,How to DealåÊ
15,55,My Stepmother Is an AlienåÊ
68,261,PhiladelphiaåÊ
111,302,The Thirteenth FlooråÊ
21,20,The CookoutåÊ
42,90,MeteoråÊ
65,123,DuetsåÊ
109,148,Hollywood EndingåÊ
42,194,Detroit Rock CityåÊ
112,316,HighlanderåÊ
146,88,Things We Lost in the FireåÊ
36,62,SteelåÊ
230,70,The ImmigrantåÊ
64,78,The White CountessåÊ
393,212,TranceåÊ
75,150,Soul PlaneåÊ
78,49,Welcome to the SticksåÊ
67,42,GoodåÊ
216,192,Enter the VoidåÊ
54,42,VampsåÊ
84,304,Hachi: A Dog's TaleåÊ
69,43,ZuluåÊ
208,132,The HomesmanåÊ
32,40,Juwanna MannåÊ
20,79,LilyhammeråÊ            
78,180,AraratåÊ
21,26,MadisonåÊ
40,24,Slow BurnåÊ
40,91,WasabiåÊ
251,352,SlitheråÊ
94,175,Beverly Hills CopåÊ
102,305,Home AloneåÊ
21,42,3 Men and a BabyåÊ
94,194,TootsieåÊ
173,388,Top GunåÊ
287,1641,"Crouching Tiger, Hidden DragonåÊ"
176,2715,American BeautyåÊ
479,636,The King's SpeechåÊ
27,79,TwinsåÊ
20,68,Scream: The TV SeriesåÊ            
60,36,The Yellow HandkerchiefåÊ
70,199,The Color PurpleåÊ
43,25,Tidal WaveåÊ
1,1,Ben-HuråÊ
454,608,The Imitation GameåÊ
25,60,Private BenjaminåÊ
46,84,Coal Miner's DaughteråÊ
111,103,Diary of a Wimpy KidåÊ
393,304,MamaåÊ
318,1191,HalloweenåÊ
55,183,National Lampoon's VacationåÊ
157,162,Bad GrandpaåÊ
280,421,The QueenåÊ
109,306,BeetlejuiceåÊ
41,100,Why Did I Get Married?åÊ
27,132,Little WomenåÊ
462,509,The Woman in BlackåÊ
152,468,When a Stranger CallsåÊ
69,99,Big Fat LiaråÊ
140,1026,The Deer HunteråÊ
130,218,Wag the DogåÊ
66,172,The Lizzie McGuire MovieåÊ
238,122,SnitchåÊ
198,181,KrampusåÊ
154,502,The FacultyåÊ
19,59,What's Love Got to Do with ItåÊ
131,207,Cop LandåÊ
97,393,Not Another Teen MovieåÊ
355,336,End of WatchåÊ
138,172,AlohaåÊ
102,193,The SkullsåÊ
419,388,The Theory of EverythingåÊ
37,87,Malibu's Most WantedåÊ
78,240,Where the Heart IsåÊ
181,559,Lawrence of ArabiaåÊ
220,491,Halloween IIåÊ
349,252,WildåÊ
241,279,The Last House on the LeftåÊ
103,250,The Wedding DateåÊ
151,614,Halloween: ResurrectionåÊ
344,637,Clash of the TitansåÊ
185,718,The Princess BrideåÊ
112,118,The Great DebatersåÊ
676,1264,DriveåÊ
74,105,Confessions of a Teenage Drama QueenåÊ
65,132,The Object of My AffectionåÊ
274,713,28 Weeks LateråÊ
50,64,When the Game Stands TallåÊ
96,88,Because of Winn-DixieåÊ
68,116,Love & BasketballåÊ
111,296,Grosse Pointe BlankåÊ
128,143,All About SteveåÊ
160,457,Book of Shadows: Blair Witch 2åÊ
93,195,The CraftåÊ
278,735,Match PointåÊ
81,52,Ramona and BeezusåÊ
58,156,The Remains of the DayåÊ
153,560,Boogie NightsåÊ
25,55,Nowhere to RunåÊ
46,76,FlickaåÊ
161,211,The Hills Have Eyes IIåÊ
108,227,Urban Legends: Final CutåÊ
69,127,Tuck EverlastingåÊ
78,284,The MarineåÊ
129,84,KeanuåÊ
135,114,Country StrongåÊ
96,237,Disturbing BehavioråÊ
417,376,The Place Beyond the PinesåÊ
172,152,The November ManåÊ
88,415,Eye of the BeholderåÊ
388,876,The Hurt LockeråÊ
45,96,FirestarteråÊ
414,369,Killing Them SoftlyåÊ
291,158,A Most Wanted ManåÊ
97,619,Freddy Got FingeredåÊ
37,22,The Pirates Who Don't Do Anything: A VeggieTales MovieåÊ
68,31,U2 3DåÊ
90,355,Highlander: EndgameåÊ
81,91,IdlewildåÊ
221,181,One DayåÊ
230,118,Whip ItåÊ
57,135,Knockaround GuysåÊ
119,144,ConfidenceåÊ
97,140,The MuseåÊ
119,226,De-LovelyåÊ
42,55,New York StoriesåÊ
24,53,Barney's Great AdventureåÊ
208,224,The Man with the Iron FistsåÊ
42,88,Home FriesåÊ
44,162,Here on EarthåÊ
230,513,BrazilåÊ
46,212,Raise Your VoiceåÊ
18,77,The Dead ZoneåÊ            
249,1028,The Big LebowskiåÊ
197,200,Black Snake MoanåÊ
71,125,Dark BlueåÊ
190,118,A Mighty HeartåÊ
50,89,Whatever It TakesåÊ
63,132,Boat TripåÊ
104,141,The Importance of Being EarneståÊ
,56,The Love LetteråÊ
49,66,HootåÊ
300,513,In BrugesåÊ
43,33,PeeplesåÊ
132,104,The RockeråÊ
97,53,Post GradåÊ
242,102,Promised LandåÊ
218,169,Whatever WorksåÊ
49,85,The In CrowdåÊ
172,199,Three BurialsåÊ
68,89,Jakob the LiaråÊ
223,336,Kiss Kiss Bang BangåÊ
59,198,Idle HandsåÊ
252,1768,Mulholland DriveåÊ
106,190,Blood and ChocolateåÊ
223,108,You Will Meet a Tall Dark StrangeråÊ
328,320,Never Let Me GoåÊ
9,39,The CompanyåÊ            
150,162,TranssiberianåÊ
21,62,The Clan of the Cave BearåÊ
28,71,Crazy in AlabamaåÊ
250,436,Funny GamesåÊ
17,13,ListeningåÊ
95,83,Felicia's JourneyåÊ
260,413,MetropolisåÊ
141,157,District B13åÊ
52,144,Things to Do in Denver When You're DeadåÊ
205,87,The AssassinåÊ
109,111,Buffalo SoldiersåÊ
103,172,The ReturnåÊ
110,72,Ong-bak 2åÊ
195,201,CenturionåÊ
14,29,Silent TriggeråÊ
177,209,The Midnight Meat TrainåÊ
17,15,Winnie MandelaåÊ
62,41,The Son of No OneåÊ
19,40,All the Queen's MenåÊ
50,39,The Good NightåÊ
25,32,Bathory: Countess of BloodåÊ
39,12,KhumbaåÊ
136,134,AutomataåÊ
26,108,Dungeons & Dragons: Wrath of the Dragon GodåÊ
4,4,Chiamatemi Francesco - Il Papa della genteåÊ
53,53,Shinjuku IncidentåÊ
22,32,PandaemoniumåÊ
147,609,Groundhog DayåÊ
222,135,Magic Mike XXLåÊ
106,506,Romeo + JulietåÊ
136,73,Sarah's KeyåÊ
5,13,FreedomåÊ
131,495,UnforgivenåÊ
140,81,ManderlayåÊ
418,1017,Slumdog MillionaireåÊ
94,201,Fatal AttractionåÊ
82,271,Pretty WomanåÊ
,,Towering InfernoåÊ            
32,62,Crocodile Dundee IIåÊ
22,20,Broken HorsesåÊ
72,173,Born on the Fourth of JulyåÊ
39,97,Cool RunningsåÊ
264,268,My Bloody ValentineåÊ
264,162,The PossessionåÊ
145,376,First BloodåÊ
86,162,Stomp the YardåÊ
112,275,The Spy Who Loved MeåÊ
17,57,Ghost HuntersåÊ            
101,426,Urban LegendåÊ
51,143,Dangerous LiaisonsåÊ
42,43,Good DeedsåÊ
10,31,White FangåÊ
43,160,SuperstaråÊ
331,350,The Iron LadyåÊ
38,78,Jonah: A VeggieTales MovieåÊ
12,31,Poetic JusticeåÊ
40,33,All About the BenjaminsåÊ
34,53,Vampire in BrooklynåÊ
82,252,Exorcist II: The HereticåÊ
125,747,An American HauntingåÊ
56,123,My Boss's DaughteråÊ
160,215,A Perfect GetawayåÊ
71,20,Our Family WeddingåÊ
37,106,Dead Man on CampusåÊ
62,157,Tea with MussoliniåÊ
73,122,ThinneråÊ
59,75,"New York, New YorkåÊ"
25,39,CrooklynåÊ
97,55,I Think I Love My WifeåÊ
205,673,Jason XåÊ
69,99,Big Fat LiaråÊ
195,270,BobbyåÊ
61,104,Head Over HeelsåÊ
77,32,Fun SizeåÊ
259,175,The Diving Bell and the ButterflyåÊ
251,320,Little ChildrenåÊ
63,112,GossipåÊ
47,114,A Walk on the MoonåÊ
108,59,Catch a FireåÊ
64,181,Soul SurvivorsåÊ
20,27,Jefferson in ParisåÊ
135,79,Easy VirtueåÊ
2,8,CaravansåÊ
262,165,Mr. TurneråÊ
129,31,Wild GrassåÊ
69,55,Amen.åÊ
50,34,Reign of AssassinsåÊ
57,36,The Lucky OnesåÊ
116,119,MargaretåÊ
45,66,Stan HelsingåÊ
87,104,FlippedåÊ
357,2254,Brokeback MountainåÊ
348,491,Teenage Mutant Ninja TurtlesåÊ
88,248,CluelessåÊ
181,378,Far from HeavenåÊ
107,96,Hot Tub Time Machine 2åÊ
53,37,DekalogåÊ            
132,314,QuillsåÊ
401,284,Seven PsychopathsåÊ
58,59,The Caveman's ValentineåÊ
1,2,The BorderåÊ            
192,564,DownfallåÊ
157,140,The Sea InsideåÊ
454,616,Under the SkinåÊ
62,131,"Good Morning, VietnamåÊ"
4,17,The Last GodfatheråÊ
84,233,Justin Bieber: Never Say NeveråÊ
669,1140,Black SwanåÊ
492,630,RoboCopåÊ
149,650,The Godfather: Part IIåÊ
101,320,Save the Last DanceåÊ
102,260,A Nightmare on Elm Street 4: The Dream MasteråÊ
63,55,Miracles from HeavenåÊ
106,469,"Dude, Where's My Car?åÊ"
50,120,Young GunsåÊ
275,171,St. VincentåÊ
90,42,About Last NightåÊ
133,549,10 Things I Hate About YouåÊ
49,159,The New GuyåÊ
19,72,Loaded Weapon 1åÊ
186,139,The ShallowsåÊ
185,1100,The Butterfly EffectåÊ
42,91,Snow DayåÊ
37,32,This ChristmasåÊ
45,168,Baby GeniusesåÊ
57,168,The Big HitåÊ
25,42,Harriet the SpyåÊ
59,166,Child's Play 2åÊ
58,84,No Good DeedåÊ
330,1066,The MiståÊ
489,611,Ex MachinaåÊ
242,840,Being John MalkovichåÊ
40,31,Two Can Play That GameåÊ
112,149,Earth to EchoåÊ
84,169,Crazy/BeautifulåÊ
251,316,Letters from Iwo JimaåÊ
113,128,The Astronaut FarmeråÊ
23,20,WooåÊ
421,351,RoomåÊ
32,117,Dirty WorkåÊ
52,107,Serial MomåÊ
81,210,DickåÊ
,,Del 1 - MÌ_n som hatar kvinnoråÊ            
39,39,Light It UpåÊ
63,181,54åÊ
47,181,Bubble BoyåÊ
111,159,Birthday GirlåÊ
168,84,21 & OveråÊ
165,123,"Paris, je t'aimeåÊ"
104,59,Resurrecting the ChampåÊ
150,87,AdmissionåÊ
61,69,The Widow of Saint-PierreåÊ
226,166,ChloeåÊ
21,19,FaithfulåÊ
217,201,BrothersåÊ
94,108,Find Me GuiltyåÊ
364,457,The Perks of Being a WallfloweråÊ
19,23,Excessive ForceåÊ
129,102,InfamousåÊ
71,92,The ClaimåÊ
93,53,The Vatican TapesåÊ
399,297,Attack the BlockåÊ
110,180,In the Land of Blood and HoneyåÊ
285,266,The CallåÊ
2,1,Operation ChromiteåÊ
61,106,The Crocodile Hunter: Collision CourseåÊ
242,162,I Love You Phillip MorrisåÊ
62,96,Quest for FireåÊ
121,159,Antwone FisheråÊ
83,139,The Emperor's ClubåÊ
122,460,True RomanceåÊ
88,35,WombåÊ
120,365,Glengarry Glen RossåÊ
225,176,The Killer Inside MeåÊ
130,106,Cat PeopleåÊ
167,126,Sorority RowåÊ
7,44,The Prisoner of ZendaåÊ
226,299,Lars and the Real GirlåÊ
185,398,The Boy in the Striped PajamasåÊ
177,690,Dancer in the DarkåÊ
28,50,Oscar and LucindaåÊ
48,48,The FuneralåÊ
116,60,Solitary ManåÊ
391,392,MacheteåÊ
117,51,Casino JackåÊ
24,133,The Land Before TimeåÊ
86,224,Tae Guk Gi: The Brotherhood of WaråÊ
41,33,The Perfect GameåÊ
304,1058,The ExorciståÊ
385,962,JawsåÊ
145,789,American PieåÊ
99,32,Ernest & CelestineåÊ
29,69,The Golden ChildåÊ
77,62,Think Like a ManåÊ
91,156,BarbershopåÊ
148,359,Star Trek II: The Wrath of KhanåÊ
61,242,Ace Ventura: Pet DetectiveåÊ
84,152,WarGamesåÊ
83,175,WitnessåÊ
216,349,Act of ValoråÊ
107,271,Step UpåÊ
63,154,Beavis and Butt-Head Do AmericaåÊ
140,462,Jackie BrownåÊ
153,165,Harold & Kumar Escape from Guantanamo BayåÊ
414,471,ChronicleåÊ
16,68,YentlåÊ
139,177,Time BanditsåÊ
111,578,CrossroadsåÊ
229,261,Project XåÊ
112,258,PattonåÊ
207,605,One Hour PhotoåÊ
198,369,QuarantineåÊ
172,156,The EyeåÊ
45,49,Johnson Family VacationåÊ
34,102,How HighåÊ
75,147,The Muppet Christmas CarolåÊ
400,2301,Casino RoyaleåÊ
128,271,FridaåÊ
68,50,Katy Perry: Part of MeåÊ
326,548,The Fault in Our StarsåÊ
128,290,RoundersåÊ
161,93,Top FiveåÊ
70,75,ProphecyåÊ
164,374,Stir of EchoesåÊ
68,302,Spartacus: War of the DamnedåÊ            
354,233,PhilomenaåÊ
125,219,The Upside of AngeråÊ
55,123,The Boys from BrazilåÊ
66,150,AquamarineåÊ
191,160,Paper TownsåÊ
33,18,My Baby's DaddyåÊ
433,274,NebraskaåÊ
66,104,Tales from the Crypt: Demon KnightåÊ
37,69,Max Keeble's Big MoveåÊ
325,203,Young AdultåÊ
170,444,CrankåÊ
11,15,How to Be a PlayeråÊ
24,88,Living Out LoudåÊ
70,36,Just WrightåÊ
232,281,Rachel Getting MarriedåÊ
34,48,The Postman Always Rings TwiceåÊ
160,296,Girl with a Pearl EarringåÊ
96,426,Das BootåÊ
106,267,The AlamoåÊ
53,105,Sorority BoysåÊ
274,391,About TimeåÊ
248,420,House of Flying DaggersåÊ
288,145,ArbitrageåÊ
177,177,Project AlmanacåÊ
81,90,Cadillac RecordsåÊ
29,69,ScrewedåÊ
58,68,FortressåÊ
144,150,For Your ConsiderationåÊ
114,161,CelebrityåÊ
132,188,Running with ScissorsåÊ
60,304,From Justin to KellyåÊ
30,33,Girl 6åÊ
138,354,In the CutåÊ
190,98,Two LoversåÊ
61,99,Last OrdersåÊ
363,279,The HoståÊ
2,10,The Pursuit of D.B. CooperåÊ
131,316,RavenousåÊ
146,124,Charlie BartlettåÊ
280,124,The Great BeautyåÊ
78,122,The Dangerous Lives of Altar BoysåÊ
469,235,StokeråÊ
194,210,2046åÊ
121,50,Married LifeåÊ
38,43,DumaåÊ
123,57,OndineåÊ
81,133,BrotheråÊ
72,90,Welcome to CollinwoodåÊ
25,12,Critical CareåÊ
78,78,The Life Before Her EyesåÊ
57,25,Darling CompanionåÊ
69,75,TradeåÊ
73,45,FatelessåÊ
42,133,Breakfast of ChampionsåÊ
101,20,"A Woman, a Gun and a Noodle ShopåÊ"
82,124,CypheråÊ
149,62,City of Life and DeathåÊ
165,214,HomeåÊ
5,12,Legend of Kung Fu RabbitåÊ
44,49,Space Battleship YamatoåÊ
74,61,5 Days of WaråÊ
156,293,TriangleåÊ
1,10,10 Days in a MadhouseåÊ
82,153,Heaven Is for RealåÊ
151,726,SnatchåÊ
3,7,Dancin' It's OnåÊ
98,248,Pet SemataryåÊ
25,40,MadadayoåÊ
35,27,The Cry of the OwlåÊ
6,6,A Tale of Three CitiesåÊ
183,245,GremlinsåÊ
282,1470,Star Wars: Episode IV - A New HopeåÊ
158,166,Dirty GrandpaåÊ
89,255,Doctor ZhivagoåÊ
101,26,TrashåÊ
128,171,High School Musical 3: Senior YearåÊ
410,389,The FighteråÊ
104,196,Jackass Number TwoåÊ
54,201,My Cousin VinnyåÊ
141,132,If I StayåÊ
30,33,Drive HardåÊ
57,97,Major LeagueåÊ
56,102,St. Trinian'såÊ
216,629,Phone BoothåÊ
80,962,A Walk to RememberåÊ
77,190,Dead Man WalkingåÊ
101,749,Cruel IntentionsåÊ
156,194,Saw VIåÊ
48,131,History of the World: Part IåÊ
109,56,The Secret Life of BeesåÊ
62,100,Corky RomanoåÊ
33,80,Raising CainåÊ
20,35,F.I.S.T.åÊ
52,64,Invaders from MarsåÊ
351,212,BrooklynåÊ
124,369,Barry LyndonåÊ
37,90,Out ColdåÊ
58,79,The Ladies ManåÊ
175,126,QuartetåÊ
75,121,TomcatsåÊ
161,463,FrailtyåÊ
203,147,Woman in GoldåÊ
188,204,KinseyåÊ
221,604,Army of DarknessåÊ
66,107,SlackersåÊ
80,292,What's Eating Gilbert GrapeåÊ
25,74,The Visual Bible: The Gospel of JohnåÊ
169,165,Vera DrakeåÊ
70,128,The GuruåÊ
15,19,The Perez FamilyåÊ
535,313,Inside Llewyn DavisåÊ
92,153,OåÊ
14,39,Return to the Blue LagoonåÊ
13,36,The Molly MaguiresåÊ
87,69,Romance & CigarettesåÊ
78,86,Copying BeethovenåÊ
223,321,PoltergeiståÊ
136,59,Brighton RockåÊ
160,262,Saw VåÊ
28,12,Machine Gun McCainåÊ
54,111,LOLåÊ
75,115,JindabyneåÊ
20,264,Kabhi Alvida Naa KehnaåÊ
105,132,An Ideal HusbandåÊ
120,160,The Last Days on MarsåÊ
108,349,DarknessåÊ
285,1736,2001: A Space OdysseyåÊ
215,515,E.T. the Extra-TerrestrialåÊ
81,74,In the Land of WomenåÊ
17,28,The Blue ButterflyåÊ
5,31,There Goes My BabyåÊ
3,18,LovesickåÊ            
10,43,HousefullåÊ
43,111,September DawnåÊ
43,57,For Greater Glory: The True Story of CristiadaåÊ
94,27,La Famille BÌ©lieråÊ
161,682,Good Will HuntingåÊ
38,50,MisconductåÊ
210,614,Saw IIIåÊ
52,134,StripesåÊ
139,385,Bring It OnåÊ
165,94,The Purge: Election YearåÊ
96,389,She's All ThatåÊ
323,275,PreciousåÊ
190,319,Saw IVåÊ
173,403,White NoiseåÊ
46,137,Madea's Family ReunionåÊ
59,115,The Color of MoneyåÊ
53,192,The Longest DayåÊ
22,46,The Mighty DucksåÊ
203,911,The GrudgeåÊ
77,289,Happy GilmoreåÊ
190,985,Jeepers CreepersåÊ
81,181,Bill & Ted's Excellent AdventureåÊ
56,138,Oliver!åÊ
264,266,The Best Exotic Marigold HotelåÊ
44,38,Recess: School's OutåÊ
117,193,Mad Max Beyond ThunderdomeåÊ
124,437,CommandoåÊ
159,155,The BoyåÊ
273,319,DevilåÊ
26,66,Friday After NextåÊ
242,183,Insidious: Chapter 3åÊ
55,109,The Last DragonåÊ
151,726,SnatchåÊ
48,96,The Lawnmower ManåÊ
166,129,Nick and Norah's Infinite PlayliståÊ
206,1015,DogmaåÊ
92,147,The Banger SistersåÊ
78,121,Twilight Zone: The MovieåÊ
83,201,Road HouseåÊ
8,26,A Low Down Dirty ShameåÊ
86,217,SwimfanåÊ
85,151,Employee of the MonthåÊ
76,247,Can't Hardly WaitåÊ
60,308,The OutsidersåÊ
78,6,Pete's DragonåÊ
112,182,The Dead ZoneåÊ
189,126,Sinister 2åÊ
82,48,SparkleåÊ
120,371,ValentineåÊ
183,330,The Fourth KindåÊ
211,280,A Prairie Home CompanionåÊ
14,35,Sugar HillåÊ
54,90,Invasion U.S.A.åÊ
55,75,Roll BounceåÊ
179,640,RushmoreåÊ
221,944,SkylineåÊ
158,100,The Second Best Exotic Marigold HotelåÊ
73,24,Kit Kittredge: An American GirlåÊ
65,104,The Perfect ManåÊ
23,30,Mo' Better BluesåÊ
63,518,Kung Pow: Enter the FiståÊ
132,248,TremorsåÊ
191,540,Wrong TurnåÊ
52,78,The Long RidersåÊ
91,131,The CorruptoråÊ
368,261,MudåÊ
89,73,Reno 911!: MiamiåÊ
83,68,One Direction: This Is UsåÊ
83,59,"The Goods: Live Hard, Sell HardåÊ"
33,43,Hey Arnold! The MovieåÊ
386,216,My Week with MarilynåÊ
191,234,The MatadoråÊ
16,28,Love JonesåÊ
297,279,The GiftåÊ
47,148,End of the SpearåÊ
63,180,Get Over ItåÊ
144,621,Office SpaceåÊ
77,321,Drop Dead GorgeousåÊ
325,147,Big EyesåÊ
100,481,Very Bad ThingsåÊ
52,75,SleepoveråÊ
98,178,Body DoubleåÊ
163,125,MacGruberåÊ
137,203,Dirty Pretty ThingsåÊ
180,352,Movie 43åÊ
321,374,The TouriståÊ
100,53,Over Her Dead BodyåÊ
265,221,Seeking a Friend for the End of the WorldåÊ
212,85,Cedar RapidsåÊ
68,173,BonesåÊ            
162,1420,American History XåÊ
147,99,The CollectionåÊ
33,26,Teacher's PetåÊ
94,247,The Red ViolinåÊ
143,414,The Straight StoryåÊ
38,92,Deuces WildåÊ
126,119,Bad WordsåÊ
168,143,"Run, Fatboy, RunåÊ"
19,31,HeartbeepsåÊ
91,57,Black or WhiteåÊ
46,79,On the LineåÊ
198,205,Rescue DawnåÊ
139,100,Danny CollinsåÊ
182,112,"Jeff, Who Lives at HomeåÊ"
181,114,I Am LoveåÊ
23,122,Atlas Shrugged II: The StrikeåÊ
30,88,Romeo Is BleedingåÊ
111,240,The LimeyåÊ
287,1624,CrashåÊ
96,181,The House of MirthåÊ
27,37,MaloneåÊ
44,175,Peaceful WarrioråÊ
49,64,Bucky Larson: Born to Be a StaråÊ
57,186,BamboozledåÊ
185,127,The ForeståÊ
2,21,SphinxåÊ
270,96,While We're YoungåÊ
94,81,A Better LifeåÊ
157,213,SpideråÊ
49,91,Gun ShyåÊ
80,103,Nicholas NicklebyåÊ
221,144,The IcemanåÊ
53,37,DekalogåÊ            
20,110,KrrishåÊ
90,150,Cecil B. DeMentedåÊ
376,216,Killer JoeåÊ
144,88,The JonesesåÊ
82,83,Owning MahownyåÊ
51,46,The Brothers SolomonåÊ
192,117,My Blueberry NightsåÊ
36,40,IlluminataåÊ
71,215,Swept AwayåÊ
79,112,"War, Inc.åÊ"
246,243,Shaolin SocceråÊ
115,226,The Brown BunnyåÊ
34,21,The SwindleåÊ
129,37,RosewateråÊ
22,14,The Chambermaid on the TitanicåÊ
196,118,CoriolanusåÊ
73,56,Imaginary HeroesåÊ
43,44,High Heels and Low LifesåÊ
129,129,World's Greatest DadåÊ
200,194,SeveranceåÊ
79,119,EdmondåÊ
112,56,Welcome to the RileysåÊ
17,103,Police Academy: Mission to MoscowåÊ
20,3,Blood Done Sign My NameåÊ
12,3,"Cinco de Mayo, La BatallaåÊ"
59,18,Elsa & FredåÊ
29,85,An Alan Smithee Film: Burn Hollywood BurnåÊ
23,11,The Open RoadåÊ
22,20,The Good GuyåÊ
43,23,MotherhoodåÊ
16,4,Free StyleåÊ
84,57,StrangerlandåÊ
4,10,The Janky PromotersåÊ
20,34,Blonde AmbitionåÊ
71,94,The Oxford MurdersåÊ
102,89,The ReefåÊ
27,68,EulogyåÊ
62,82,White Noise 2: The LightåÊ
5,11,You Got Served: Beat the WorldåÊ
76,38,Fifty Dead Men WalkingåÊ
8,2,Jungle ShuffleåÊ
75,31,Adam ResurrectedåÊ
66,7,Of Horses and MenåÊ
31,16,It's a Wonderful AfterlifeåÊ
32,60,The Devil's TombåÊ
17,27,PartitionåÊ
4,3,Good IntentionsåÊ
152,74,"The Good, the Bad, the WeirdåÊ"
129,75,Nurse 3DåÊ
15,27,GunlessåÊ
248,220,AdventurelandåÊ
52,165,The Lost CityåÊ
55,84,Next FridayåÊ
30,42,American HeiståÊ
130,267,You Only Live TwiceåÊ
29,12,PlasticåÊ
447,190,AmouråÊ
66,114,Poltergeist IIIåÊ
18,26,Re-KillåÊ
61,344,"It's a Mad, Mad, Mad, Mad WorldåÊ"
232,228,VolveråÊ
62,147,Heavy MetalåÊ
106,54,Gentlemen BroncosåÊ
56,88,Richard IIIåÊ
48,38,Into the Grizzly MazeåÊ
41,106,KitesåÊ
439,551,MelancholiaåÊ
54,80,Red DogåÊ
50,286,Jab Tak Hai JaanåÊ
392,1110,AlienåÊ
277,826,The Texas Chain Saw MassacreåÊ
259,129,The RunawaysåÊ
66,150,Fiddler on the RoofåÊ
129,275,ThunderballåÊ
115,76,DetentionåÊ
81,29,Loose CannonsåÊ
29,70,Set It OffåÊ
32,79,The Best ManåÊ
142,281,Child's PlayåÊ
263,429,SickoåÊ
285,244,The Purge: AnarchyåÊ
64,173,Down to YouåÊ
150,316,Harold & Kumar Go to White CastleåÊ
136,370,The ContenderåÊ
132,246,Boiler RoomåÊ
71,159,Trading PlacesåÊ
186,278,Black ChristmasåÊ
39,26,Breakin' All the RulesåÊ
46,108,Henry VåÊ
201,127,The SavagesåÊ
32,41,Chasing PapiåÊ
117,327,The Way of the GunåÊ
136,238,Igby Goes DownåÊ
15,52,PCUåÊ
46,81,The Ultimate GiftåÊ
1,54,The Bold and the BeautifulåÊ            
41,56,The Ice PiratesåÊ
65,27,GracieåÊ
100,63,Trust the ManåÊ
129,76,Hamlet 2åÊ
103,314,Velvet GoldmineåÊ
77,24,The WailingåÊ
67,21,Glee: The 3D Concert MovieåÊ
31,47,The Legend of SuriyothaiåÊ
76,45,Two Evil EyesåÊ
17,1,BarbecueåÊ
81,94,All or NothingåÊ
26,14,Princess KaiulaniåÊ
24,6,Opal DreamåÊ
44,57,HeiståÊ
80,44,Flame and CitronåÊ
41,45,UndiscoveredåÊ
91,44,Red Riding: In the Year of Our Lord 1974åÊ
66,14,The Girl on the TrainåÊ
19,42,Veronika Decides to DieåÊ
35,93,Crocodile DundeeåÊ
19,64,"Ultramarines: A Warhammer 40,000 MovieåÊ"
33,57,The I InsideåÊ
17,39,Beneath Hill 60åÊ
163,33,PolisseåÊ
133,196,AwakeåÊ
