budget,imdb_score,duration,movie_title
14000000,7.7,119,Dangerous Liaisonsξ
25000000,6.1,137,On the Roadξ
25000000,7.3,119,Star Trek IV: The Voyage Homeξ
24000000,7.2,139,Rocky Balboaξ
105000000,5.3,114,Point Breakξ
24000000,6.1,120,Scream 2ξ
25000000,5.8,98,Jane Got a Gunξ
24000000,5.7,106,Think Like a Man Tooξ
24000000,6.7,98,The Whole Nine Yardsξ
8200000,6.5,107,Footlooseξ
24000000,7.2,88,Old Schoolξ
24000000,7.6,137,The Fisher Kingξ
24000000,4.6,100,I Still Know What You Did Last Summerξ
24000000,6.9,115,Return to Meξ
24000000,6.6,101,Zack and Miri Make a Pornoξ
24000000,6.3,110,Nurse Bettyξ
25000000,6.2,94,The Men Who Stare at Goatsξ
24000000,5.3,88,Double Takeξ
24000000,7.3,127,"Girl, Interruptedξ"
24000000,5.6,95,Win a Date with Tad Hamilton!ξ
24000000,6.2,87,Muppets from Spaceξ
24000000,5.2,118,The Wizξ
24000000,5.3,107,Ready to Rumbleξ
24000000,5.4,124,Play It to the Boneξ
24000000,4.9,89,I Don't Know How She Does Itξ
24000000,5.5,88,Piranha 3Dξ
23000000,6.7,118,Beyond the Seaξ
24000000,3.9,93,Meet the Deedlesξ
28000000,7.2,80,The Princess and the Cobblerξ
24000000,5.1,120,The Bridge of San Luis Reyξ
24000000,6.5,98,Fasterξ
24000000,8.2,119,Howl's Moving Castleξ
23600000,7.7,88,Zombielandξ
207000000,7.2,201,King Kongξ
20000000,6.1,90,The Waterboyξ
18000000,8.8,127,Star Wars: Episode V - The Empire Strikes Backξ
19000000,6.8,119,Bad Boysξ
23000000,6.8,85,The Naked Gun 2�_: The Smell of Fearξ
23000000,6.7,98,Final Destinationξ
12500000,7.1,101,The Ides of Marchξ
23000000,7.1,112,Pitch Blackξ
23000000,6.1,97,Someone Like You...ξ
23000000,8,126,Herξ
23000000,7.5,106,Eddie the Eagleξ
23000000,6.6,97,Joy Rideξ
25000000,5.4,100,The Adventurer: The Curse of the Midas Boxξ
23000000,6.1,114,Anywhere But Hereξ
23000000,6.1,101,Chasing Libertyξ
23000000,5.6,88,The Crewξ
23000000,5.8,93,Haywireξ
23000000,2.8,92,Jaws: The Revengeξ
23000000,6.7,98,Marvin's Roomξ
23000000,5.1,94,The Longshotsξ
23000000,7.2,102,The End of the Affairξ
23000000,6,98,Harley Davidson and the Marlboro Manξ
,7.2,121,In the Valley of Elahξ
19430000,6.7,111,Coco Before Chanelξ
11000000,6.3,90,Forsakenξ
23000000,6.2,100,Ch��riξ
,6.8,50,Rogueξ            
23000000,6.2,141,Vanity Fairξ
23000000,6.9,139,Bodyguards and Assassinsξ
25000000,6.8,114,1408ξ
22700000,7.1,96,Spaceballsξ
22500000,7.1,111,The Water Divinerξ
22000000,7,127,Ghostξ
23000000,7.1,107,There's Something About Maryξ
22000000,6.4,97,The Santa Clauseξ
20000000,7,127,The Rookieξ
22000000,6.2,110,The Game Planξ
35000000,7.5,135,The Bridges of Madison Countyξ
22000000,4.8,84,The Animalξ
22000000,8.1,240,Gandhiξ
22000000,7.3,122,The Hundred-Foot Journeyξ
22000000,5.8,114,The Netξ
22000000,7.6,132,I Am Samξ
22000000,5.6,170,Son of Godξ
22000000,7,133,Underworldξ
22000000,6.6,112,Derailedξ
21000000,6.5,108,The Informant!ξ
22000000,7.4,115,Shadowlandsξ
22000000,4.6,83,Deuce Bigalow: European Gigoloξ
26000000,6.4,105,Delivery Manξ
40000000,6,110,Victor Frankensteinξ
,6.4,108,Our Kind of Traitorξ
22000000,5.9,96,Saving Silvermanξ
22000000,6.4,94,Diary of a Wimpy Kid: Dog Daysξ
22000000,6.6,142,Summer of Samξ
22000000,6.9,104,Jay and Silent Bob Strike Backξ
126000000,6.9,136,The Islandξ
30000000,5.8,106,The Glass Houseξ
22000000,6.4,106,"Hail, Caesar!ξ"
22000000,5.3,98,Josie and the Pussycatsξ
22000000,6.5,100,Homefrontξ
22000000,5.7,95,The Little Vampireξ
22000000,6.7,107,I Heart Huckabeesξ
23500000,3.9,104,RoboCop 3ξ
22000000,4.1,104,Megiddo: The Omega Code 2ξ
25000000,6.2,143,Darling Liliξ
22000000,3.8,77,Dudley Do-Rightξ
25000000,5.1,96,The Transporter Refueledξ
,6.4,114,The Libertineξ
21000000,7.8,145,Black Bookξ
22000000,7.8,116,Joyeux Noelξ
2000000,6.1,100,Hit and Runξ
22000000,5.8,104,Mad Moneyξ
22000000,6.3,92,Before I Go to Sleepξ
12000000,7.7,92,Sorcererξ
22000000,5.4,105,Stoneξ
16000000,7.3,120,Moli��reξ
22000000,6.8,116,Out of the Furnaceξ
25000000,7.3,119,Michael Claytonξ
21500000,6.5,101,My Fellow Americansξ
21500000,7.2,117,Arlington Roadξ
22000000,6.7,106,Underdogsξ
17000000,6.3,112,To Rome with Loveξ
21000000,5.9,136,Firefoxξ
21000000,7.8,81,South Park: Bigger Longer & Uncutξ
9000000,7.4,87,Death at a Funeralξ
17000000,4.8,96,Teenage Mutant Ninja Turtles IIIξ
21000000,6.3,106,Hardballξ
21000000,7.8,122,Silver Linings Playbookξ
21000000,7.5,123,Freedom Writersξ
,6,133,For Colored Girlsξ
21000000,6.8,92,The Transporterξ
20000000,6.6,110,Never Back Downξ
21000000,4.6,104,The Rage: Carrie 2ξ
3000000,2.9,60,The Bachelorξ            
17000000,7.1,98,Away We Goξ
21000000,6.1,120,Swing Voteξ
21000000,6.7,112,Moonlight Mileξ
20000000,7.1,127,Tinker Tailor Soldier Spyξ
21000000,5.8,102,Mollyξ
21000000,6.7,91,The Beaverξ
35000000,5.8,114,The Best Little Whorehouse in Texasξ
31000000,6.8,115,eXistenZξ
18000000,8.5,115,Raiders of the Lost Arkξ
18000000,6.6,120,Home Alone 2: Lost in New Yorkξ
19400870,7.7,135,Close Encounters of the Third Kindξ
20000000,4.7,90,Pulseξ
28000000,6.4,100,Beverly Hills Cop IIξ
33000000,5.5,105,Bringing Down the Houseξ
19000000,8.6,138,The Silence of the Lambsξ
20000000,7,94,Wayne's Worldξ
20000000,7.1,101,Jackass 3Dξ
20000000,5.7,131,Jaws 2ξ
20000000,3.7,91,Beverly Hills Chihuahuaξ
20000000,7.5,112,The Conjuringξ
32000000,4.6,95,Are We There Yet?ξ
20000000,4.9,100,Tammyξ
20000000,6.9,105,Disturbiaξ
35000000,7.1,108,School of Rockξ
18000000,5.8,101,Mortal Kombatξ
30000000,7,114,Wicker Parkξ
37000000,5.4,109,White Chicksξ
20000000,7.3,115,The Descendantsξ
20000000,7.1,117,Holesξ
20000000,5.8,107,The Last Songξ
20000000,8.1,134,12 Years a Slaveξ
20000000,5.7,118,Drumlineξ
20000000,4.4,121,Why Did I Get Married Too?ξ
20000000,7.9,105,Edward Scissorhandsξ
20000000,7.6,110,Me Before Youξ
20000000,4.8,114,Madea's Witness Protectionξ
1800000,7.8,104,The French Connectionξ
20000000,6.7,100,Bad Momsξ
20000000,2.7,85,Date Movieξ
20000000,5.8,72,Return to Never Landξ
20000000,7.5,128,Selmaξ
20000000,5.4,72,The Jungle Book 2ξ
20000000,4.1,89,Boogeymanξ
20000000,5.9,96,Premonitionξ
30000000,6.3,77,The Tigger Movieξ
,7,123,Orphanξ
20000000,6.8,111,Maxξ
,3.5,30,Meet the Brownsξ            
20000000,2.3,93,Epic Movieξ
20000000,6.9,129,Conan the Barbarianξ
20000000,8.1,128,Spotlightξ
22000000,6.1,110,Lakeview Terraceξ
20000000,5,137,The Grudge 2ξ
20000000,5.5,124,How Stella Got Her Groove Backξ
20000000,6.2,93,Bill & Ted's Bogus Journeyξ
20000000,6.2,115,Man of the Yearξ
20000000,5.9,98,The Black Holeξ
20000000,6.3,105,The Americanξ
20000000,6.7,127,Selenaξ
20000000,3.5,82,Vampires Suckξ
25000000,7.5,143,Babelξ
19800000,6.6,103,This Is Where I Leave Youξ
20000000,7.5,104,Doubtξ
30000000,7.2,98,Team America: World Policeξ
11000000,4.8,92,Texas Chainsaw 3Dξ
20000000,6.6,123,Copycatξ
20000000,3.5,88,Scary Movie 5ξ
20000000,6.7,158,Paint Your Wagonξ
20000000,7.6,128,Milkξ
20000000,6.3,107,Risenξ
35000000,5.5,91,Ghost Shipξ
19000000,6.3,90,A Very Harold & Kumar 3D Christmasξ
20000000,6.5,115,Wild Thingsξ
,5.6,101,The Stepfatherξ
20000000,6.9,113,The Debtξ
20000000,7.6,113,High Fidelityξ
27000000,3.9,87,One Missed Callξ
20000000,6.1,101,Eye for an Eyeξ
20000000,7.3,111,The Bank Jobξ
20000000,8.3,108,Eternal Sunshine of the Spotless Mindξ
20000000,5.8,105,You Againξ
20000000,6.8,109,Street Kingsξ
20000000,7,109,The World's Endξ
20000000,5.9,99,Nancy Drewξ
20000000,6.5,98,Daybreakersξ
20000000,6.4,104,She's Out of My Leagueξ
20000000,5.8,109,Monte Carloξ
9000000,5.1,75,Stay Aliveξ
20000000,6.8,119,Quigley Down Underξ
20000000,5.3,90,Alpha and Omegaξ
20000000,5.3,97,The Covenantξ
,6.4,103,Stick Itξ
40000000,4.9,89,Shortsξ
20000000,6.8,106,To Die Forξ
20000000,7.1,96,Nerveξ
,6.8,115,Appaloosaξ
20000000,6.1,104,Vampiresξ
,7,24,Yu-Gi-Oh! Duel Monstersξ            
806947,8.5,108,Psychoξ
40000000,5.9,112,My Best Friend's Girlξ
20000000,6.3,104,Endless Loveξ
20000000,5.9,113,Georgia Ruleξ
20000000,5.4,98,Under the Rainbowξ
20000000,7,121,Ladyhawkeξ
30000000,6.9,114,Simon Birchξ
20000000,7.5,124,Reign Over Meξ
15000000,8.2,148,Into the Wildξ
20000000,5.9,108,School for Scoundrelsξ
20000000,5,95,Silent Hill: Revelation 3Dξ
19000000,7.3,108,From Dusk Till Dawnξ
20000000,6.4,68,Pooh's Heffalump Movieξ
20000000,6.6,103,Home for the Holidaysξ
20000000,7.8,99,Kung Fu Hustleξ
,6.7,30,Fired Upξ            
35000000,4,88,The Country Bearsξ
20000000,7.6,128,The Kite Runnerξ
20000000,7.7,124,21 Gramsξ
20000000,5.8,84,Paparazziξ
37000000,5.2,122,Twilightξ
20000000,5.6,101,A Guy Thingξ
20000000,5.3,98,Loserξ
,7.4,105,Capitalism: A Love Storyξ
20000000,6.6,225,The Greatest Story Ever Toldξ
19500000,6.2,111,Secret in Their Eyesξ
25000000,1.9,88,Disaster Movieξ
27000000,5.7,88,Armoredξ
20000000,6.6,94,The Man Who Knew Too Littleξ
20000000,6,117,What's Your Number?ξ
20000000,6.1,95,Lockoutξ
40000000,4.8,99,Envyξ
20000000,6.2,96,Crank: High Voltageξ
20000000,7.5,98,Bullets Over Broadwayξ
20000000,6.3,123,One Night with the Kingξ
30000000,7.1,101,The Quiet Americanξ
22000000,6.6,102,The Weather Manξ
20000000,6.1,94,Undisputedξ
20000000,6.7,102,Ghost Townξ
22000000,5.6,108,12 Roundsξ
20000000,7.2,116,Let Me Inξ
20000000,4.3,93,3 Ninjas Kick Backξ
20000000,6.4,102,Be Kind Rewindξ
20000000,7.1,103,Mrs Henderson Presentsξ
20000000,6.3,115,Triple 9ξ
20000000,7.4,96,Deconstructing Harryξ
20000000,6.1,98,Three to Tangoξ
20000000,6.6,101,Burntξ
20000000,6,106,We're No Angelsξ
20000000,6.8,101,Everyone Says I Love Youξ
9000000,7.4,87,Death at a Funeralξ
20000000,6.8,111,Death Sentenceξ
21000000,7.2,99,Everybody's Fineξ
20000000,1.9,88,Superbabies: Baby Geniuses 2ξ
33000000,5.5,83,The Manξ
20000000,4.5,91,Code Name: The Cleanerξ
20000000,6.3,108,Connie and Carlaξ
20000000,7,154,Sweet Charityξ
20000000,6.7,148,Inherent Viceξ
20000000,2.8,77,Doogalξ
20000000,5,110,Battle of the Yearξ
,7.5,42,Perceptionξ            
12000000,4.3,83,An American Carolξ
20000000,5.6,107,Machete Killsξ
22000000,6.2,100,Willardξ
20000000,5.3,87,Strange Wildernessξ
10000000,7.4,154,Topsy-Turvyξ
20000000,7.4,106,Little Boyξ
15000000,6.5,99,A Dangerous Methodξ
8700000,7.1,100,A Scanner Darklyξ
20000000,7.2,116,Chasing Mavericksξ
20000000,2.3,94,Alone in the Darkξ
20000000,6.4,111,Bandslamξ
20000000,6.1,100,Birthξ
20000000,7,125,A Most Violent Yearξ
20000000,6.5,114,Passchendaeleξ
20000000,7,119,Flash of Geniusξ
20000000,7,135,I'm Not There.ξ
20000000,4.9,93,The Cold Light of Dayξ
20000000,6.9,114,The Brothers Bloomξ
21000000,7.5,124,"Synecdoche, New Yorkξ"
2400000000,8.4,134,Princess Mononokeξ
20000000,6.9,114,Bon voyageξ
20000000,4.5,124,Can't Stop the Musicξ
2000000,7.4,104,The Propositionξ
20000000,7,118,Courageξ
20000000,2.8,80,Marci Xξ
20000000,7.5,107,Equilibriumξ
40000000,7.1,125,The Children of Huang Shiξ
24000000,6.4,115,The Yardsξ
20000000,6.7,88,The Oogieloves in the Big Balloon Adventureξ
10000000,5.3,122,By the Seaξ
2127519898,6.9,103,Steamboyξ
20000000,6.2,101,The Game of Their Livesξ
,6.3,101,All Good Thingsξ
20000000,6.4,107,Rapa Nuiξ
,6.5,86,CJ7ξ
140000000,6,118,Les couloirs du temps: Les visiteurs IIξ
20000000,5.1,107,Dylan Dog: Dead of Nightξ
22000000,5.5,100,People I Knowξ
,7.2,30,The Doombolt Chaseξ            
20000000,5.4,110,The Tempestξ
,5.7,106,Regressionξ
13000,5.2,7,The Touchξ
25000000,6.2,102,Three Kingdoms: Resurrection of the Dragonξ
20000000,6.7,98,Shatteredξ
20000000,5.8,83,Zambeziaξ
,7,153,Ramanujanξ
20000000,4.8,98,Dwegons and Leprechaunsξ
20000000,7.2,105,Hands of Stoneξ
20000000,5.6,96,Survivorξ
27220000,6.4,105,The Frozen Groundξ
19400000,7.5,125,The Painted Veilξ
20000000,7.4,184,The Baader Meinhof Complexξ
22000000,8,236,Dances with Wolvesξ
20000000,5.7,97,Bad Teacherξ
19000000,6.8,113,Sea of Loveξ
20000000,5.9,95,A Cinderella Storyξ
15000000,7.2,103,Screamξ
20000000,5.5,91,Thir13en Ghostsξ
19000000,8.4,146,The Shiningξ
19000000,8.5,116,Back to the Futureξ
19000000,5.6,93,House on Haunted Hillξ
13000000,4.1,113,I Can Do Bad All by Myselfξ
27000000,5,90,Fight Valleyξ
19000000,6.1,101,The Switchξ
18000000,5.4,95,Just Marriedξ
15000000,7.1,109,The Devil's Doubleξ
,6.6,43,"Gone, Baby, Goneξ            "
19000000,3.6,85,Thomas and the Magic Railroadξ
20000000,6.5,101,The Craziesξ
19000000,8.6,125,Spirited Awayξ
,6.2,118,Firestormξ
25000000,7,132,The Bountyξ
19000000,7.6,131,The Book Thiefξ
19000000,6.5,129,Sex Driveξ
19000000,6.4,100,Leap Yearξ
19000000,6.7,172,The Fall of the Roman Empireξ
23000000,6.3,97,Take Me Home Tonightξ
,6.4,121,Won't Back Downξ
19000000,5.7,92,The Nutcrackerξ
19000000,6.3,116,Kansas Cityξ
,7.8,110,Indignationξ
19000000,6,90,The Amityville Horrorξ
19000000,7.7,81,Adaptation.ξ
15000000,6.2,97,Land of the Deadξ
,5.7,107,Out of Infernoξ
18500000,7.7,118,Fear and Loathing in Las Vegasξ
18500000,6.4,100,The Invention of Lyingξ
18000000,6.4,97,Neighborsξ
18000000,6.9,114,The Maskξ
18000000,7.3,130,Bigξ
18000000,7.3,82,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstanξ
18000000,6.2,96,Legally Blondeξ
17000000,6.6,105,Star Trek III: The Search for Spockξ
20000000,6.7,122,The Exorcism of Emily Roseξ
17000000,5.7,88,Deuce Bigalow: Male Gigoloξ
16000000,3.1,110,Left Behindξ
17000000,6.3,103,The Family Stoneξ
18000000,5.7,106,Barbershop 2: Back in Businessξ
18000000,7.1,98,Bad Santaξ
17000000,7,68,Austin Powers: International Man of Mysteryξ
18000000,6.1,94,My Big Fat Greek Wedding 2ξ
21000000,6.6,99,Diary of a Wimpy Kid: Rodrick Rulesξ
15000000,7.8,107,Predatorξ
18000000,8.3,180,Amadeusξ
20000000,3.9,89,Prom Nightξ
17000000,7,97,Mean Girlsξ
18000000,6.7,113,Under the Tuscan Sunξ
19800000,7.3,131,Gosford Parkξ
,7.5,44,The O.C.ξ            
18000000,6.3,103,Peggy Sue Got Marriedξ
18000000,7.8,119,Birdman or (The Unexpected Virtue of Ignorance)ξ
18000000,7.3,98,Blue Jasmineξ
15000000,7.6,111,United 93ξ
25000000,5.3,94,Honeyξ
18000000,7.9,122,Gloryξ
18000000,5.3,81,Spy Hardξ
1000000,6.8,89,The Fogξ
18000000,7.1,106,Soul Surferξ
18000000,7.2,122,Catch-22ξ
18000000,5.8,86,Observe and Reportξ
18000000,5.8,103,Conan the Destroyerξ
18000000,8.3,121,Raging Bullξ
18000000,5.6,109,Love Happensξ
18000000,6.8,109,Young Sherlock Holmesξ
18000000,5,123,Fameξ
18000000,7.6,94,127 Hoursξ
18000000,6.7,94,Small Time Crooksξ
18000000,6.7,115,Center Stageξ
17000000,5.7,107,Love the Coopersξ
18000000,5.2,91,Catch That Kidξ
18000000,7.5,125,Life as a Houseξ
30000000,7.2,122,Steve Jobsξ
18000000,5.3,102,"I Love You, Beth Cooperξ"
18000000,6.5,90,Youth in Revoltξ
18000000,5,98,The Legend of the Lone Rangerξ
18000000,6.1,109,The Tailor of Panamaξ
18000000,7.4,107,Blow Outξ
18000000,4.4,90,Getawayξ
18000000,7.5,112,The Ice Stormξ
18000000,5.7,94,And So It Goesξ
18000000,5.5,105,Troop Beverly Hillsξ
18000000,7.1,104,Being Juliaξ
17000000,5.9,112,9�_ Weeksξ
18000000,6.7,108,Dragonslayerξ
13000000,7,112,The Last Stationξ
18000000,7.9,127,Ed Woodξ
18000000,6.9,111,Labor Dayξ
20000000,7.3,126,Mongol: The Rise of Genghis Khanξ
18000000,7.3,114,RocknRollaξ
20000000,3.5,99,Megaforceξ
18000000,7.8,150,Hamletξ
,7.4,117,Mao's Last Dancerξ
18000000,6.7,112,Midnight Specialξ
18000000,6.4,108,Anything Elseξ
18000000,7.1,116,The Railway Manξ
,6.7,60,Unforgettableξ            
12000000,7.8,144,The White Ribbonξ
,4,92,Restorationξ
2700000,5.9,93,The Wraithξ
18000000,7.2,103,The Salton Seaξ
,7.2,93,Metallica Through the Neverξ
18000000,5.1,98,The Informersξ
,7.7,334,Carlosξ            
18000000,5.5,114,I Come with the Rainξ
11350000,6.2,121,One Man's Heroξ
3500000,7.2,87,Day of the Deadξ
18000000,5.2,92,I Am Wrathξ
14000000,6.7,105,Renaissanceξ
11000000,6.3,90,Forsakenξ
17900000,5,89,Red Sonjaξ
14000000,6.2,114,Red Lightsξ
20000000,7.6,119,Superbadξ
,4.1,103,Madea Goes to Jailξ
18000000,5.3,91,Wolvesξ
23000000,6.2,98,Step Up 2: The Streetsξ
17500000,6.5,80,Hoodwinked!ξ
17500000,8.1,121,Hotel Rwandaξ
24000000,6.3,94,Hitmanξ
17500000,4.4,93,Black Nativityξ
18000000,4.6,93,The Princeξ
17500000,6,116,City of Ghostsξ
17000000,7.6,101,The Othersξ
18500000,8.4,154,Aliensξ
17000000,7.9,170,My Fair Ladyξ
17000000,5.6,99,I Know What You Did Last Summerξ
17000000,6.5,104,Let's Be Copsξ
12000000,7.5,126,Sidewaysξ
17500000,6.3,110,Beerfestξ
300000,7.9,101,Halloweenξ
31000000,7.9,80,Heroξ
17000000,5.1,87,Good Boy!ξ
17000000,6.7,123,The Best Man Holidayξ
17000000,6.7,109,Smokin' Acesξ
20000000,5.6,90,Saw 3D: The Final Chapterξ
17000000,5.6,96,40 Days and 40 Nightsξ
170000000,6.8,125,TRON: Legacyξ
17000000,6.2,82,A Night at the Roxburyξ
17000000,5.6,86,Beastlyξ
15000000,6.4,108,The Hills Have Eyesξ
17000000,5.6,98,Dickie Roberts: Former Child Starξ
17000000,7.4,129,"McFarland, USAξ"
,4.9,99,Lottery Ticketξ
,6,105,ATLξ
17000000,7.2,112,Pitch Perfectξ
34000000,4.9,108,Summer Catchξ
17000000,7.5,121,A Simple Planξ
17000000,4.8,89,Theyξ
4000000,3.1,89,Larry the Cable Guy: Health Inspectorξ
17000000,5.8,73,The Adventures of Elmo in Grouchlandξ
17000000,6.7,132,Brooklyn's Finestξ
9000000,6.8,154,55 Days at Pekingξ
17000000,6.5,96,Evil Deadξ
17000000,5.9,98,My Life in Ruinsξ
19000000,5.5,107,American Dreamzξ
17000000,3.6,134,Superman IV: The Quest for Peaceξ
,3.3,94,How She Moveξ
17000000,7.4,122,Running Scaredξ
,6.7,128,Bobby Jones: Stroke of Geniusξ
17000000,3,97,Shanghai Surpriseξ
16000000,7.6,110,The Illusionistξ
17000000,6.4,102,Roarξ
17000000,6.9,98,Veronica Guerinξ
17000000,6.6,120,Escobar: Paradise Lostξ
17000000,5.5,160,Southland Talesξ
11000000,6.6,80,Dragon Huntersξ
17000000,5.2,91,Damnation Alleyξ
17000000,4.1,83,The Apparitionξ
16500000,6.8,102,My Girlξ
16800000,6.5,122,Fur: An Imaginary Portrait of Diane Arbusξ
16000000,7.6,110,The Illusionistξ
15000000,7.4,126,Wall Streetξ
16500000,7.7,136,Sense and Sensibilityξ
16500000,7.1,120,Becoming Janeξ
16500000,6.3,108,Sydney Whiteξ
15000000,7.6,126,House of Sand and Fogξ
16400000,8,128,Dead Poets Societyξ
16000000,7.3,113,Dumb & Dumberξ
16000000,7.6,89,When Harry Met Sally...ξ
16000000,7.8,129,The Verdictξ
15600000,6.5,94,Road Tripξ
16000000,6.4,106,Varsity Bluesξ
15000000,8,100,The Artistξ
16000000,4.8,89,The Unbornξ
16000000,7.8,94,Moonrise Kingdomξ
16000000,5.9,83,The Texas Chainsaw Massacre: The Beginningξ
18500000,5.4,111,The Young Messiahξ
16000000,3.3,80,The Master of Disguiseξ
13500000,8.2,112,Pan's Labyrinthξ
,6.6,60,The Messengersξ            
35000000,5.4,94,See Spot Runξ
16000000,6.4,130,Baby Boyξ
16000000,4.8,91,The Roommateξ
17700000,5.9,91,Joe Dirtξ
15000000,5.5,110,Double Impactξ
8000000,7.9,121,Hot Fuzzξ
16500000,4.9,114,The Womenξ
15500000,7.2,96,Vicky Cristina Barcelonaξ
25000000,6.6,270,Arn: The Knight Templarξ
20000000,6.7,100,Bad Momsξ
16000000,5.3,94,Boys and Girlsξ
16000000,7.2,109,White Oleanderξ
16000000,5.1,107,Jennifer's Bodyξ
16000000,5.6,96,Drowning Monaξ
16000000,7.6,88,Radio Daysξ
16000000,3.1,110,Left Behindξ
16000000,7.2,113,Remember Meξ
16000000,5.7,101,How to Dealξ
20000000,5.2,105,My Stepmother Is an Alienξ
26000000,7.7,125,Philadelphiaξ
16000000,7,100,The Thirteenth Floorξ
,3.6,97,The Cookoutξ
16000000,4.9,108,Meteorξ
15000000,6,112,Duetsξ
16000000,6.6,112,Hollywood Endingξ
15000000,6.8,95,Detroit Rock Cityξ
16000000,7.2,110,Highlanderξ
16000000,7.2,118,Things We Lost in the Fireξ
16000000,2.8,97,Steelξ
16000000,6.6,120,The Immigrantξ
16000000,6.7,135,The White Countessξ
20000000,7,101,Tranceξ
16000000,4.4,92,Soul Planeξ
11000000,7.1,106,Welcome to the Sticksξ
15000000,6.2,92,Goodξ
13000000,7.3,161,Enter the Voidξ
16000000,5.1,92,Vampsξ
16000000,8.1,93,Hachi: A Dog's Taleξ
16000000,6.7,110,Zuluξ
16000000,6.6,122,The Homesmanξ
15600000,4.5,91,Juwanna Mannξ
34000000,8.1,45,Lilyhammerξ            
,6.6,115,Araratξ
,6.5,94,Madisonξ
15500000,5.9,93,Slow Burnξ
15300000,6.6,94,Wasabiξ
15500000,6.5,95,Slitherξ
14000000,7.3,105,Beverly Hills Copξ
18000000,7.5,103,Home Aloneξ
11000000,5.9,102,3 Men and a Babyξ
22000000,7.4,116,Tootsieξ
15000000,6.9,110,Top Gunξ
15000000,7.9,120,"Crouching Tiger, Hidden Dragonξ"
15000000,8.4,122,American Beautyξ
15000000,8,118,The King's Speechξ
15000000,6,107,Twinsξ
,7.3,45,Scream: The TV Seriesξ            
15500000,6.8,102,The Yellow Handkerchiefξ
15000000,7.8,154,The Color Purpleξ
,5.7,103,Tidal Waveξ
100000000,6.1,141,Ben-Hurξ
14000000,8.1,114,The Imitation Gameξ
10000000,6.1,109,Private Benjaminξ
,7.5,124,Coal Miner's Daughterξ
15000000,6.2,94,Diary of a Wimpy Kidξ
20000000,6.2,100,Mamaξ
300000,7.9,101,Halloweenξ
15000000,7.4,98,National Lampoon's Vacationξ
15000000,6.6,102,Bad Grandpaξ
9800000,7.3,94,The Queenξ
15000000,7.5,92,Beetlejuiceξ
15000000,5.6,113,Why Did I Get Married?ξ
15000000,7.3,115,Little Womenξ
17000000,6.4,95,The Woman in Blackξ
15000000,5,87,When a Stranger Callsξ
15000000,5.4,88,Big Fat Liarξ
15000000,8.2,183,The Deer Hunterξ
15000000,7.1,97,Wag the Dogξ
17000000,5.3,94,The Lizzie McGuire Movieξ
15000000,6.5,112,Snitchξ
15000000,6.2,98,Krampusξ
15000000,6.4,104,The Facultyξ
,7.2,118,What's Love Got to Do with Itξ
10000000,6.9,120,Cop Landξ
16000000,5.7,99,Not Another Teen Movieξ
7000000,7.7,109,End of Watchξ
37000000,5.4,105,Alohaξ
15000000,5.6,106,The Skullsξ
15000000,7.7,123,The Theory of Everythingξ
16000000,5.1,86,Malibu's Most Wantedξ
15000000,6.8,120,Where the Heart Isξ
15000000,8.4,227,Lawrence of Arabiaξ
15000000,4.9,119,Halloween IIξ
15000000,7.1,115,Wildξ
15000000,6.6,114,The Last House on the Leftξ
15000000,6.1,90,The Wedding Dateξ
15000000,4.1,94,Halloween: Resurrectionξ
125000000,5.8,106,Clash of the Titansξ
16000000,8.1,98,The Princess Brideξ
15000000,7.6,126,The Great Debatersξ
15000000,7.8,100,Driveξ
15000000,4.6,89,Confessions of a Teenage Drama Queenξ
15000000,6,111,The Object of My Affectionξ
15000000,7,100,28 Weeks Laterξ
15000000,6.7,115,When the Game Stands Tallξ
14000000,6.4,106,Because of Winn-Dixieξ
15000000,7.2,124,Love & Basketballξ
15000000,7.4,107,Grosse Pointe Blankξ
15000000,4.8,99,All About Steveξ
15000000,4,90,Book of Shadows: Blair Witch 2ξ
15000000,6.2,101,The Craftξ
15000000,7.7,119,Match Pointξ
15000000,6.7,103,Ramona and Beezusξ
11500000,7.9,134,The Remains of the Dayξ
15000000,7.9,155,Boogie Nightsξ
15000000,5.5,94,Nowhere to Runξ
15000000,6.2,95,Flickaξ
15000000,5.1,89,The Hills Have Eyes IIξ
14000000,4.1,97,Urban Legends: Final Cutξ
15000000,6.7,90,Tuck Everlastingξ
20000000,4.7,92,The Marineξ
15000000,6.4,100,Keanuξ
15000000,6.3,117,Country Strongξ
15000000,5.5,84,Disturbing Behaviorξ
15000000,7.3,140,The Place Beyond the Pinesξ
15000000,6.3,108,The November Manξ
15000000,4.9,109,Eye of the Beholderξ
15000000,7.6,131,The Hurt Lockerξ
15000000,6,114,Firestarterξ
15000000,6.2,97,Killing Them Softlyξ
15000000,6.8,122,A Most Wanted Manξ
15000000,4.5,87,Freddy Got Fingeredξ
15000000,5.7,85,The Pirates Who Don't Do Anything: A VeggieTales Movieξ
,8.4,85,U2 3Dξ
15000000,4.6,101,Highlander: Endgameξ
15000000,6.2,121,Idlewildξ
15000000,7,107,One Dayξ
15000000,6.9,111,Whip Itξ
,6.1,92,Knockaround Guysξ
15000000,6.7,97,Confidenceξ
15000000,5.6,97,The Museξ
20000000,6.6,125,De-Lovelyξ
15000000,6.4,124,New York Storiesξ
