director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,movie_title
Dylan Bank,0,Seregon O'Dassey,498,Deirdre Lorenz,350,Dustin Diamond,312,Bleeding HeartsåÊ
Rob McKittrick,6,Ryan Reynolds,16000,Dane Cook,1000,Vanessa Lengies,804,Waiting...åÊ
Shane Meadows,222,Paddy Considine,680,Gary Stretch,404,George Newton,68,Dead Man's ShoesåÊ
,,Richard Cawthorne,511,John Jarratt,457,Lucy Fry,206,Wolf CreekåÊ            
Jeff Burr,155,Terry Kiser,448,Clu Gulager,426,Susan Tyrrell,147,From a Whisper to a ScreamåÊ
Harry Gantz,0,,,,,,,Sex with StrangersåÊ
Guy Maddin,126,Sarah Murphy-Dyson,14,CindyMarie Small,4,Brent Neale,3,Dracula: Pages from a Virgin's DiaryåÊ
Regardt van den Bergh,12,Sean Cameron Michael,412,Frank Rautenbach,48,Jeanne Neilson,25,Faith Like PotatoesåÊ
Panos Cosmatos,22,Chris Gauthier,434,Marilyn Norry,95,Eva Bourne,48,Beyond the Black RainbowåÊ
Gareth Evans,338,Iko Uwais,1000,Yayan Ruhian,342,Donny Alamsyah,60,The Raid: RedemptionåÊ
Matthew R. Anderson,252,Johnny Pacar,1000,Vernon Wells,745,Matthew R. Anderson,252,The Dead UndeadåÊ
Joe Marino,0,Piero MaggiÌ_,12,Anella Vastola,0,Joe Marino,0,The Vatican ExorcismsåÊ
Michael Curtiz,345,Humphrey Bogart,2000,Claude Rains,607,Conrad Veidt,269,CasablancaåÊ
Joel Anderson,0,Talia Zucker,12,Rosie Traynor,5,Martin Sharpe,5,Lake MungoåÊ
Shimit Amin,6,Ranbir Kapoor,964,Shazahn Padamsee,22,Gauhar Khan,20,Rocket Singh: Salesman of the YearåÊ
Douglas Trumbull,136,Bruce Dern,844,Ron Rifkin,184,Jesse Vint,42,Silent RunningåÊ
John G. Avildsen,80,Sylvester Stallone,13000,Burgess Meredith,1000,Carl Weathers,794,RockyåÊ
Mona Fastvold,2,Christopher Abbott,321,Brady Corbet,287,Gitte Witt,9,The SleepwalkeråÊ
John Carpenter,0,Jamie Lee Curtis,2000,Hal Holbrook,826,Janet Leigh,606,The FogåÊ
Tony Richardson,62,Albert Finney,883,Susannah York,269,Hugh Griffith,69,Tom JonesåÊ
Levan Gabriadze,6,Shelley Hennig,707,Renee Olstead,305,Heather Sossaman,142,UnfriendedåÊ
Martin Scorsese,17000,Robert De Niro,22000,Albert Brooks,745,Peter Boyle,595,Taxi DriveråÊ
Joe Dante,287,Patrick Macnee,1000,Robert Picardo,823,Dee Wallace,725,The HowlingåÊ
Terence Young,92,Ursula Andress,650,Jack Lord,275,Lois Maxwell,177,Dr. NoåÊ
Bradley Parker,18,Jesse McCartney,1000,Ingrid BolsÌü Berdal,466,Jonathan Sadowski,300,Chernobyl DiariesåÊ
Clive Barker,385,Andrew Robinson,266,Ashley Laurence,209,Clare Higgins,100,HellraiseråÊ
Harold Cronk,18,Benjamin A. Onyango,634,Robin Givens,420,Maria Canals-Barrera,295,God's Not Dead 2åÊ
Jeff Wadlow,65,Julian Morris,1000,Gary Cole,989,Lindy Booth,683,Cry_WolfåÊ
Takao Okawara,2,Hiroshi Abe,43,Naomi Nishida,3,Sakae Kimura,3,Godzilla 2000åÊ
Derek Cianfrance,310,Ryan Gosling,33000,Mike Vogel,2000,John Doman,616,Blue ValentineåÊ
Duncan Tucker,2,Kevin Zegers,2000,Felicity Huffman,508,Paul Borghese,226,TransamericaåÊ
William Brent Bell,19,Fernanda Andrade,403,Claudiu Trandafir,169,Brian Johnson,128,The Devil InsideåÊ
Russ Meyer,199,Charles Napier,503,Cynthia Myers,46,Harrison Page,44,Beyond the Valley of the DollsåÊ
Robert D. Webb,0,James Drury,356,Neville Brand,110,Debra Paget,102,Love Me TenderåÊ
Davis Guggenheim,49,Billy West,861,Al Gore,68,,,An Inconvenient TruthåÊ
Allan Dwan,23,James Brown,183,Richard Jaeckel,102,Forrest Tucker,88,Sands of Iwo JimaåÊ
Martin Scorsese,17000,Mick Jagger,543,Keith Richards,426,Albert Maysles,184,Shine a LightåÊ
Eli Roth,0,Daryl Sabara,640,Richard Burgi,550,Magda Apanowicz,389,The Green InfernoåÊ
Andrew Steggall,0,Juliet Stevenson,202,Alex Lawther,47,Niamh Cusack,30,DepartureåÊ
Ben Lewin,20,W. Earl Brown,422,Adam Arkin,374,Rhea Perlman,365,The SessionsåÊ
Robert Kenner,11,Michael Pollan,37,Eric Schlosser,3,Barbara Kowalcyk,2,"Food, Inc.åÊ"
Andrew Erwin,10,Rachel Hendrix,544,Robert Amaya,264,Jason Burkey,245,October BabyåÊ
Brad Anderson,122,Philip Seymour Hoffman,22000,Callie Thorne,472,Holland Taylor,458,Next Stop WonderlandåÊ
Jason Reitman,655,J.K. Simmons,24000,Jennifer Garner,3000,Rainn Wilson,973,JunoåÊ
Craig Johnson,7,Ty Burrell,3000,Boyd Holbrook,439,Kathleen Rose Perkins,180,The Skeleton TwinsåÊ
Sean Durkin,46,Christopher Abbott,321,Julia Garner,300,Brady Corbet,287,Martha Marcy May MarleneåÊ
Gillian Robespierre,9,Gaby Hoffmann,612,Jenny Slate,457,Jake Lacy,313,Obvious ChildåÊ
Courtney Hunt,33,Charlie McDermott,496,Michael O'Keefe,238,Misty Upham,229,Frozen RiveråÊ
Morgan Neville,9,Sheryl Crow,130,Lou Adler,19,Merry Clayton,13,20 Feet from StardomåÊ
James Toback,56,Robert Downey Jr.,21000,Natasha Gregson Wagner,104,Angel David,13,Two Girls and a GuyåÊ
Nicole Holofcener,132,Kevin Corrigan,778,Anne Heche,695,Vincent Pastore,584,Walking and TalkingåÊ
Peter Cattaneo,11,Tom Wilkinson,1000,Mark Addy,891,Lesley Sharp,121,The Full MontyåÊ
Chris Paine,2,Ed Begley Jr.,783,Phyllis Diller,659,Colette Divine,5,Who Killed the Electric Car?åÊ
Greg Berlanti,112,Justin Theroux,1000,Nia Long,826,Mary McCormack,428,The Broken Hearts Club: A Romantic ComedyåÊ
Don Coscarelli,152,Daniel Roebuck,1000,Ossie Davis,282,Ella Joyce,124,Bubba Ho-TepåÊ
Rob Letterman,11,Odeya Rush,2000,Dylan Minnette,1000,Ken Marino,543,GoosebumpsåÊ
Marc Levin,12,Sonja Sohn,245,Saul Williams,38,Bonz Malone,6,SlamåÊ
Richard Dutcher,13,Wilford Brimley,957,Frank Gerrish,81,Rick Macy,25,Brigham CityåÊ
Khalid Mohamed,10,Karisma Kapoor,353,Manoj Bajpayee,186,Jaya Bhaduri,97,FizaåÊ
Mel Brooks,0,Madeline Kahn,1000,Sid Caesar,898,Dom DeLuise,842,History of the World: Part IåÊ
Trey Parker,406,Trey Parker,406,Dian Bachar,203,Matt Stone,194,OrgazmoåÊ
David Gordon Green,234,Zooey Deschanel,11000,Paul Schneider,552,Shea Whigham,463,All the Real GirlsåÊ
Finn Taylor,4,David Arquette,611,Cathy Moriarty,394,Kathryn Erbe,301,Dream with the FishesåÊ
Karen Moncrieff,22,Frances Fisher,638,Agnes Bruckner,400,A.J. Buckley,275,Blue CaråÊ
JosÌ© Luis Valenzuela,0,Cheech Marin,844,Lupe Ontiveros,625,Robert Beltran,268,LuminariasåÊ
Gia Coppola,71,James Franco,11000,Nat Wolff,733,Olivia Crocicchia,145,Palo AltoåÊ
Scandar Copti,13,Shahir Kabaha,20,Scandar Copti,13,Ranin Karim,7,AjamiåÊ
Goran Dukic,21,Leslie Bibb,1000,Patrick Fugit,835,Chase Ellison,772,Wristcutters: A Love StoryåÊ
Mike Cahill,135,Steven Yeun,7000,Cara Seymour,71,Venida Evans,11,I OriginsåÊ
Efram Potelle,2,Shiri Appleby,855,Elden Henson,577,Kathleen Quinlan,551,The Battle of Shaker HeightsåÊ
Peter Jackson,0,Michael Imperioli,873,AJ Michalka,559,Tom McCarthy,310,The Lovely BonesåÊ
Joshua Oppenheimer,50,Anwar Congo,3,Herman Koto,3,Syamsul Arifin,0,The Act of KillingåÊ
Alex Gibney,141,Alex Gibney,141,George W. Bush,125,Greg D'Agostino,23,Taxi to the Dark SideåÊ
Paul Crowder,10,PelÌ©,102,Marv Albert,7,Ahmet Ertegun,5,Once in a Lifetime: The Extraordinary Story of the New York CosmosåÊ
Rohit Jagessar,0,Kumar Gaurav,12,Rufus Graham,3,Aasheekaa Bathija,0,Guiana 1838åÊ
Griffin Dunne,165,Mira Sorvino,978,Fisher Stevens,922,Melissa Gilbert,679,Lisa Picard Is FamousåÊ
Anthony Powell,9,Josh Swanson,53,Tom Hamann,24,Anthony Powell,9,Antarctica: A Year on IceåÊ
Kief Davidson,0,G.W. Krauss,20,Brian Whitaker,8,Jason Bateman,0,A Lego BrickumentaryåÊ
Johnny Remo,74,Matthew Ziff,260000,Randy Wayne,984,Raquel Elizabeth Ames,891,HardflipåÊ
Vivek Agnihotri,5,Emraan Hashmi,724,Anil Kapoor,668,Sunil Shetty,219,Chocolate: Deep Dark SecretsåÊ
Ti West,243,Lena Dunham,969,Greta Gerwig,962,Dee Wallace,725,The House of the DevilåÊ
Nick Tomnay,11,David Hyde Pierce,443,Clayne Crawford,298,Nathaniel Parker,271,The Perfect HoståÊ
John Hamburg,29,Harvey Fierstein,499,Michael Lerner,230,Josh Pais,117,Safe MenåÊ
Nickolas Perry,5,Patrick Renna,590,Patsy Kensit,231,Adrienne Frantz,73,Speedway JunkyåÊ
Dan Zukovic,8,Yul Vazquez,96,Louis Mustillo,71,James Lorinz,14,The Last Big ThingåÊ
Craig Mazin,82,Judy Greer,2000,James Gunn,571,Jamie Kennedy,490,The SpecialsåÊ
Becky Smith,32,Will Rothhaar,386,Emily Baldoni,261,Hallee Hirsh,256,16 to LifeåÊ
Eric Nicholas,0,Jordana Spiro,262,Ana Claudia TalancÌ_n,163,Jonathon Trent,61,Alone with HeråÊ
Benjamin Dickinson,4,Nora Zehetner,446,Alexia Rasmussen,171,Meredith Hagner,150,Creative ControlåÊ
Hal Haberman,0,Michael Rapaport,975,Paul Blackthorne,645,Ian Bohen,394,SpecialåÊ
Darren Stein,18,Frances Bay,491,Jamie Kennedy,490,Veronica Cartwright,422,SparkleråÊ
A. Raven Cruz,0,Scott Levy,639,Vanilla Ice,361,Jennifer Sky,94,The Helix... LoadedåÊ
Brian Trenchard-Smith,53,David Keith,563,Mariel Hemingway,288,Jesse Hutch,176,In Her Line of FireåÊ
Frank Whaley,436,Lynn Cohen,474,Frank Whaley,436,Heather Bucha,4,The Jimmy ShowåÊ
Amat Escalante,50,Kenny Johnston,327,Andrea Vergara,9,Gabriel Reyes,8,HeliåÊ
Wajahat Rauf,3,Rasheed Naz,7,Ayesha Omar,5,Javed Sheikh,4,Karachi se LahoreåÊ
Katherine Brooks,57,Ilene Graff,442,Kevin McCarthy,403,Laura Breckenridge,228,Loving AnnabelleåÊ
David Cross,0,Jason Ritter,782,Matt Walsh,490,Amy Sedaris,396,HitsåÊ
Randall Rubin,0,Nicole Randall Johnson,363,A.J. Buckley,275,James Eckhouse,131,Jimmy and JudyåÊ
Robert Bennett,15,Randy Wayne,984,Lauren C. Mayhew,157,Alicia Ziegler,106,Frat PartyåÊ
Guy Hamilton,82,Oliver Reed,694,Eddie Albert,196,Louise Sorel,47,The Party's OveråÊ
Mary Pat Kelly,3,Aidan Quinn,767,Ossie Davis,282,Janet Hubert,149,ProudåÊ
Lori Petty,923,Jennifer Lawrence,34000,ChloÌÇ Grace Moretz,17000,Bokeem Woodbine,904,The Poker HouseåÊ
Charlie Levi,0,Joe Mantegna,1000,Barbara Hershey,618,Diane Venora,171,ChildlessåÊ
Kevin Hamedani,23,Russell Hodgkinson,199,Janette Armand,37,Kevin Hamedani,23,ZMD: Zombies of Mass DestructionåÊ
David DeCoteau,142,Maureen McCormick,458,Shanley Caswell,383,Tim Abell,317,Snow White: A Deadly SummeråÊ
Mikel Rueda,0,Ìlex Angulo,90,GermÌÁn Alcarazu,0,Joseba Ugalde,0,Hidden AwayåÊ
Stefan C. Schaefer,0,Nicole Beharie,898,Marlene Forte,395,Reg E. Cathey,360,My Last Day Without YouåÊ
Michael Taliferro,105,Wesley Jonathan,592,Sticky Fingaz,207,Chrystee Pharris,110,Steppin: The MovieåÊ
David DeCoteau,142,William McNamara,10000,Tom Berenger,854,Randy Jay Burrell,402,Doc Holliday's RevengeåÊ
Katie Aselton,224,Katie Aselton,224,Anslem Richardson,59,Jay Paulson,37,Black RockåÊ
Robert Heath,0,David Oakes,335,Alexander Vlahos,334,Jennie Jacques,177,Truth or DieåÊ
D. Stevens,6,Magi Avila,92,Pierre Dulat,17,Summer Napoles,0,The PetåÊ
Jeffrey St. Jules,0,Boyd Banks,57,Chloe Rose,40,Kristian Bruun,36,Bang Bang BabyåÊ
Robert Hall,53,Angelina Armani,677,Kevin Gage,366,Fiona Dourif,253,Fear ClinicåÊ
K. King,3,Jason K. Wixom,214,Shona Kay,211,Jarrod Phillips,115,Zombie HunteråÊ
Jonathan Meyers,0,Justin Baldoni,657,Luke Perry,608,Leonor Varela,426,A Fine StepåÊ
Danny Boyle,0,Rosario Dawson,3000,Spencer Wilding,1000,Tuppence Middleton,888,TranceåÊ
Ralph Nelson,17,Cliff Robertson,754,Dick Van Patten,605,Claire Bloom,113,CharlyåÊ
Blair Erickson,0,Monique Candelaria,696,Katia Winter,371,Michael McMillian,302,Banshee ChapteråÊ
,,Eric Lloyd,775,David DeLuise,275,Bruno Campos,223,JesseåÊ            
Allison Burnett,12,Kimberly Williams-Paisley,529,Gia Mantegna,413,Cathryn de Prume,354,Ask Me AnythingåÊ
Richard Schenkman,29,Vanessa Williams,1000,Mike Colter,569,Eartha Kitt,558,And Then Came LoveåÊ
Sanjay Rawal,0,Alma Martinez,56,Robert Kennedy Jr.,28,Eve Ensler,17,Food ChainsåÊ
Elia Kazan,603,Marlon Brando,10000,Karl Malden,416,Rod Steiger,279,On the WaterfrontåÊ
Kat Coiro,28,Justin Kirk,945,Geoff Stults,756,Kristen Johnston,501,L!fe HappensåÊ
Cristian Mungiu,163,Anamaria Marinca,131,Vlad Ivanov,60,Alexandru Potocean,27,"4 Months, 3 Weeks and 2 DaysåÊ"
Brian Dorton,171,Javier Botet,1000,Brian Dorton,171,Jan Cornet,76,The Horror Network Vol. 1åÊ
David Slade,171,Odessa Rae,109,G.J. Echternkamp,8,Patrick Wilson,0,Hard CandyåÊ
Jamie Babbit,91,Katy Mixon,982,David Gallagher,796,Edie Falco,659,The QuietåÊ
Maryam Keshavarz,32,Sarah Kazemy,144,Reza Sixo Safai,127,Sina Amedson,127,CircumstanceåÊ
Ryan Coogler,0,Ahna O'Reilly,282,Melonie Diaz,270,Ariana Neal,88,Fruitvale StationåÊ
Ramaa Mosley,6,Jack McBrayer,975,Michael Angarano,947,Alia Shawkat,727,The Brass TeapotåÊ
James Algar,11,Sam Edwards,16,Donnie Dunagan,12,Ann Gillis,8,BambiåÊ
Charles Herman-Wurmfeld,0,John Enos III,465,Rian Bishop,140,Adam Carolla,102,The HammeråÊ
Ric Roman Waugh,29,Dwayne Johnson,12000,Harold Perrineau,1000,Nadine Velazquez,874,SnitchåÊ
C. Jay Cox,6,Joseph Gordon-Levitt,23000,Rob McElhenney,813,Jacqueline Bisset,522,Latter DaysåÊ
Mariette Monpierre,0,Stana Roumillac,0,Christophe Cherki,0,Teddy Doloir,0,ElzaåÊ
Tommy Oliver,66,Bokeem Woodbine,904,Ruby Dee,782,Quinton Aaron,734,1982åÊ
Jamie Travis,15,James Wolk,938,Ari Graynor,904,Nia Vardalos,567,"For a Good Time, Call...åÊ"
Lee Toland Krieger,43,Ari Graynor,904,Janel Parrish,517,Rob Huebel,172,Celeste & Jesse ForeveråÊ
Rich Christiano,14,Gavin MacLeod,284,D. David Morin,234,Hal Linden,221,Time ChangeråÊ
Paul Andrew Williams,46,Lorraine Stanley,418,Johnny Harris,146,Georgia Groome,141,London to BrightonåÊ
Nick Love,63,Eddie Griffin,489,Christopher Berry,207,Michelle Tabora,175,American HeroåÊ
Natalie Bible',8,Tommy O'Reilly,1000,Samaire Armstrong,806,Matt Cohen,487,Windsor DriveåÊ
Asghar Farhadi,0,Shahab Hosseini,786,Leila Hatami,712,Peyman Moaadi,620,A SeparationåÊ
Justin Molotnikov,5,Jo Hartley,49,Stephen McCole,11,Joe Cassidy,10,Crying with LaughteråÊ
Todd Solondz,377,Heather Matarazzo,529,Ken Leung,502,Christina Vidal,236,Welcome to the DollhouseåÊ
Victor Nunez,9,Allison Dean,159,Todd Field,143,Dorothy Lyman,86,Ruby in ParadiseåÊ
Peter Sollett,6,Victor Rasuk,302,Melonie Diaz,270,Judy Marte,68,Raising Victor VargasåÊ
Georg Wilhelm Pabst,21,Louise Brooks,426,Francis Lederer,20,Fritz Kortner,3,Pandora's BoxåÊ
Daniel Davila,0,Martin Landau,940,Melora Walters,188,Diane Baker,167,Harrison MontgomeryåÊ
Jorge Gaggero,0,Norma Aleandro,24,Hilda Bernard,5,Claudia LapacÌ_,0,Live-In MaidåÊ
Rod Lurie,37,Kevin Pollak,574,Kathryn Morris,573,Timothy Hutton,501,DeterrenceåÊ
Michael Burke,3,Zachary Knighton,262,Tom Guiry,262,Ryan Donowho,181,The Mudge BoyåÊ
Catherine Jelski,0,Leslie Bibb,1000,Eion Bailey,749,Arly Jover,258,The Young UnknownsåÊ
Shane Dawson,247,Shane Dawson,247,Kurt Angle,217,Cherami Leigh,152,Not CoolåÊ
Tommy Wirkola,75,BjÌürn Sundquist,35,Stig Frode Henriksen,16,Ane Dahl Torp,13,Dead SnowåÊ
Ryan Little,38,Corbin Allred,214,Larry Bagby,115,Kirby Heyborne,69,Saints and SoldiersåÊ
Clark Baker,0,Taylor Pigeon,134,Alan Pietruszewski,93,Whit Spurgeon,37,VesselåÊ
George Lucas,0,Harrison Ford,11000,Ron Howard,2000,Mackenzie Phillips,425,American GraffitiåÊ
Robert Greenwald,21,Scott Helvenston,25,Katy Helvenston-Wettengal,0,Donna Zovko,0,Iraq for Sale: The War ProfiteersåÊ
Matt Maiellaro,8,Tina Fey,2000,Fred Armisen,424,Chris Kattan,357,Aqua Teen Hunger Force Colon Movie Film for TheatersåÊ
Colin Trevorrow,365,Mary Lynn Rajskub,934,Mark Duplass,830,Jeff Garlin,522,Safety Not GuaranteedåÊ
Leslie Small,15,Isaac C. Singleton Jr.,312,Larry King,135,Jeanette Branch,95,Kevin Hart: Laugh at My PainåÊ
Ben Wheatley,214,MyAnna Buring,513,Ben Crompton,257,Neil Maskell,246,Kill ListåÊ
Ti West,243,Lena Dunham,969,Jake Ryan,128,Pat Healy,74,The InnkeepersåÊ
David S. Goyer,687,Gary Oldman,10000,Atticus Shaffer,787,Rachel Brosnahan,389,The UnbornåÊ
Bernardo Bertolucci,973,Jean-Louis Trintignant,319,Stefania Sandrelli,90,Dominique Sanda,48,The ConformiståÊ
Neil Burger,168,Raymond J. Barry,108,Christel Khalil,72,Renee Faia,21,Interview with the AssassinåÊ
Oliver Blackburn,4,Julian Morris,1000,Nichola Burley,233,Tom Burke,201,Donkey PunchåÊ
Jonathan Levine,129,Luke Grimes,935,Michael Welch,611,Whitney Able,280,All the Boys Love Mandy LaneåÊ
Christopher Hutson,3,Dichen Lachman,717,Jennifer Lee Wiggins,134,Michele Morrow,118,BledåÊ
Fred Zinnemann,160,Gary Cooper,998,Lloyd Bridges,575,Lon Chaney Jr.,433,High NoonåÊ
Steve James,23,William Gates,7,Arthur Agee,6,Isiah Thomas,2,Hoop DreamsåÊ
David LaChapelle,30,Kevin Scott Richardson,262,Christopher Toler,23,Tommy the Clown,14,RizeåÊ
Joseph Kosinski,364,Peter Dinklage,22000,Lauren Cohan,4000,Erick Avari,567,DestinyåÊ
Michael Cuesta,52,Adam LeFevre,80,Bruce Altman,67,Walter Masterson,36,L.I.E.åÊ
Caryn Waechter,0,Laura Fraser,601,Kara Hayward,524,Louis Ozawa Changchien,195,The Sisterhood of NightåÊ
Emily Dell,0,Aimee Garcia,618,Wesley Jonathan,592,Drew Sidora,311,B-GirlåÊ
Peter Jackson,0,Naomi Watts,6000,Thomas Kretschmann,918,Evan Parke,84,King KongåÊ
Jaume Collet-Serra,174,Robert Ri'chard,730,Paris Hilton,716,Brian Van Holt,324,House of WaxåÊ
Ryan Fleck,31,Ryan Gosling,33000,Tristan Mack Wilds,519,Jeff Lima,71,Half NelsonåÊ
Jennifer Wynne Farmer,0,Irene Bedard,752,Akima,282,Max Gail,236,Naturally NativeåÊ
Christopher Scott Cherot,21,Hill Harper,465,Robinne Lee,170,Chenoa Maxwell,48,Hav PlentyåÊ
H.M. Coakley,0,Mehcad Brooks,696,Steffinnie Phrommany,320,Danielle Savre,137,AdulterersåÊ
Randy Moore,13,Trey Loney,977,Lee Armstrong,511,Amy Lucas,432,Escape from TomorrowåÊ
Chris Atkins,2,Richard Curtis,628,Harvey Weinstein,474,Elton John,442,StarsuckersåÊ
Bill Benenson,0,Alfre Woodard,1000,Dave Fennoy,338,Jane Goodall,21,The Hadza: Last of the FirståÊ
Ryan Smith,4,Sandra Ellis Lafferty,523,Madison Lintz,385,Karolina Wydra,258,AfteråÊ
Travis Romero,4,Matthew Ziff,260000,Lorraine Ziff,21000,Michael Biehn,2000,TreacheryåÊ
Anna Mastro,7,Leven Rambin,956,Justin Kirk,945,Virginia Madsen,912,WalteråÊ
Mark Sandrich,10,Ginger Rogers,610,Edward Everett Horton,172,Eric Blore,23,Top HatåÊ
Daniel Myrick,19,Heather Donahue,170,Joshua Leonard,170,Michael C. Williams,39,The Blair Witch ProjectåÊ
Michael Wadleigh,14,Joe Cocker,262,Jimi Hendrix,227,Joan Baez,136,WoodstockåÊ
John Landis,644,David Zucker,119,Barry Dennen,29,Tara Strohmeier,11,The Kentucky Fried MovieåÊ
Jon Gunn,16,Stacy Keach,602,David A.R. White,266,Cynthia Watros,254,Mercy StreetsåÊ
Gene Teigland,0,Kendyl Joi,23,Matthew Feeney,20,Tac Fitzgerald,20,Arnolds ParkåÊ
Scott Ziehl,4,William Smith,919,Jason London,711,Brent David Fraser,218,Broken VesselsåÊ
Richard Montoya,12,Nicholas Gonzalez,601,Angela Nordeng,371,Exie Booker,359,Water & PoweråÊ
Johanna Schwartz,0,Aliou TourÌ©,0,Garba TourÌ©,0,Khaira Arby,0,They Will Have to Kill Us FirståÊ
William Gazecki,3,Karen Alexander,0,Colin Andrews,0,Francine Blake,0,Crop Circles: Quest for TruthåÊ
Lance McDaniel,0,Russell Wong,595,Steven Michael Quezada,412,Lymari Nadal,271,Light from the DarkroomåÊ
Thomas Lilti,12,FranÌ¤ois Cluzet,541,FÌ©lix Moati,8,Marianne Denicourt,2,IrreplaceableåÊ
Michael Walker,5,Paula GarcÌ©s,587,Annabella Sciorra,448,John Brodsky,233,The Maid's RoomåÊ
Richard Lester,44,Paul McCartney,785,Ringo Starr,725,George Harrison,704,A Hard Day's NightåÊ
U. Roberto Romano,6,,,,,,,The Harvest/La CosechaåÊ
Amy Holden Jones,11,Jamie Lee Curtis,2000,Sally Kirkland,433,Amy Madigan,221,Love LettersåÊ
Blaz Zavrsnik,0,Dario Nozic Serini,0,Spela Colja,0,Andrej Nahtigal,0,Julija in alfa RomeoåÊ
Alex Kendrick,589,Kirk Cameron,848,Ken Bevel,153,Erin Bethea,150,FireproofåÊ
Pan Nalin,95,Bhole Baba,0,Pant Shirt Baba,0,Shriman Umeshanad Brahmachari,0,Faith ConnectionsåÊ
Joe Camp,24,Frances Bavier,407,Peter Breck,189,Edgar Buchanan,142,BenjiåÊ
Chris Kentis,9,Blanchard Ryan,48,Saul Stein,10,Daniel Travis,7,Open WateråÊ
Matt Walsh,490,Joe Lo Truglio,833,Matt Jones,523,Abby Elliott,201,High RoadåÊ
John 'Bud' Cardos,8,Woody Strode,423,Hoke Howell,23,Tiffany Bolling,22,Kingdom of the SpidersåÊ
Marilyn Agrelo,2,Heather Berman,0,Eva Carrozza,0,Paul Daggett,0,Mad Hot BallroomåÊ
Tom McCarthy,310,Peter Dinklage,22000,Joe Lo Truglio,833,Paula GarcÌ©s,587,The Station AgentåÊ
Brian Baugh,3,Randy Wayne,984,Sean Michael Afable,801,D. David Morin,234,To Save a LifeåÊ
Patrick Creadon,3,Ken Burns,196,Bill Clinton,184,Bob Dole,2,WordplayåÊ
Barry W. Blaustein,6,Terry Funk,54,Vince McMahon,44,Mick Foley,43,Beyond the MatåÊ
Kurt Hale,0,Kirby Heyborne,69,Lincoln Hoppe,24,Daryn Tufts,15,The Singles WardåÊ
Siddiq Barmak,6,Marina Golbahari,30,Zubaida Sahar,0,Mohamad Haref Harati,0,OsamaåÊ
Joseph Dorman,0,Rachel Dratch,399,Peter Riegert,169,Jason Kravits,59,Sholem Aleichem: Laughing in the DarknessåÊ
Greg Harrison,7,Rachel True,328,Ari Gold,27,Denny Kirkwood,17,GrooveåÊ
Kurt Hale,0,Kirby Heyborne,69,Big Budah,34,Curt Doussett,17,The R.M.åÊ
Michael Polish,35,Sasha Alexander,980,William Katt,505,Jon Gries,482,Twin Falls IdahoåÊ
Jacob Aaron Estes,9,Rory Culkin,710,Scott Mechlowicz,634,Trevor Morgan,595,Mean CreekåÊ
Morgan J. Freeman,204,Edie Falco,659,Heather Matarazzo,529,Lynn Cohen,474,Hurricane StreetsåÊ
Eric Schaeffer,71,Peter Dinklage,22000,Bill Duke,1000,Michael McKean,658,Never AgainåÊ
Neema Barnette,21,Monica Calhoun,597,LisaRaye McCoy,485,Clifton Powell,469,Civil BrandåÊ
Steve Buscemi,12000,Kevin Corrigan,778,Seymour Cassel,327,Mary Kay Place,213,Lonesome JimåÊ
Joe Swanberg,217,Olivia Wilde,10000,Anna Kendrick,10000,Ti West,243,Drinking BuddiesåÊ
Molly Bernstein,0,David Mamet,342,Ricky Jay,79,Dick Cavett,49,Deceptive Practice: The Mysteries and Mentors of Ricky JayåÊ
Akira Kurosawa,0,Takashi Shimura,304,Minoru Chiaki,8,Kamatari Fujiwara,4,Seven SamuraiåÊ
Marius A. Markevicius,6,Tommy Sheppard,14,Greg Speirs,9,Mickey Hart,8,The Other Dream TeamåÊ
Tom DiCillo,32,Brad Pitt,11000,Tina Louise,422,Nick Cave,329,Johnny SuedeåÊ
Justin Lin,681,Monique Gabriela Curnen,239,Jake Sandvig,172,Joe McQueen,143,Finishing the Game: The Search for a New Bruce LeeåÊ
Quentin Dupieux,248,Haley Ramm,353,Jack Plotnick,248,Cecelia Antoinette,196,RubberåÊ
Tim Johnson,12,Jim Parsons,17000,Matt Jones,523,April Winchell,183,HomeåÊ
C. Jay Cox,6,Tori Spelling,396,Amber Benson,326,Garrett M. Brown,325,Kiss the BrideåÊ
Alex Smith,12,Ryan Gosling,33000,Clea DuVall,1000,Eddie Spears,699,The Slaughter RuleåÊ
Gareth Edwards,380,Scoot McNairy,660,Whitney Able,280,Ricky Catter,113,MonstersåÊ
Jonathan Parker,0,Keith Carradine,584,Joanne Whalley,507,Illeana Douglas,347,The CaliforniansåÊ
Sol Tryon,0,Jim Gaffigan,472,Ann Dowd,185,Matthew Cowles,170,The Living WakeåÊ
Alex Craig Mann,38,Justin Chon,552,Christa B. Allen,533,Max Adler,445,Detention of the DeadåÊ
Hao Ning,0,Bo Huang,4,Zheng Xu,4,Zhonghua Chen,0,Crazy StoneåÊ
Stephen Kijak,3,Brian Eno,30,Jacques Brel,27,Damon Albarn,25,Scott Walker: 30 Century ManåÊ
Marc Forster,395,Radha Mitchell,991,Alan Ruck,946,Megan Mullally,637,Everything Put TogetheråÊ
Andrew Niccol,487,Bruce Greenwood,991,ZoÌÇ Kravitz,943,Stafford Douglas,118,Good KillåÊ
