movie_title,num_critic_for_reviews,num_user_for_reviews
Let's Be CopsåÊ,129,147
SidewaysåÊ,285,835
BeerfeståÊ,91,177
HalloweenåÊ,318,1191
HeroåÊ,283,841
Good Boy!åÊ,52,48
The Best Man HolidayåÊ,56,64
Smokin' AcesåÊ,186,482
Saw 3D: The Final ChapteråÊ,178,279
40 Days and 40 NightsåÊ,140,207
TRON: LegacyåÊ,469,665
A Night at the RoxburyåÊ,63,239
BeastlyåÊ,148,129
The Hills Have EyesåÊ,265,855
Dickie Roberts: Former Child StaråÊ,75,117
"McFarland, USAåÊ",113,83
Lottery TicketåÊ,62,30
ATLåÊ,54,92
Pitch PerfectåÊ,223,250
Summer CatchåÊ,50,107
A Simple PlanåÊ,125,416
TheyåÊ,81,271
Larry the Cable Guy: Health InspectoråÊ,37,112
The Adventures of Elmo in GrouchlandåÊ,44,37
Brooklyn's FineståÊ,197,138
55 Days at PekingåÊ,15,50
Evil DeadåÊ,543,789
My Life in RuinsåÊ,112,75
American DreamzåÊ,153,217
Superman IV: The Quest for PeaceåÊ,94,259
How She MoveåÊ,62,18
Running ScaredåÊ,157,419
Bobby Jones: Stroke of GeniusåÊ,35,64
Shanghai SurpriseåÊ,21,28
The IllusioniståÊ,236,645
RoaråÊ,50,27
Veronica GuerinåÊ,106,113
Escobar: Paradise LoståÊ,106,39
Southland TalesåÊ,173,238
Dragon HuntersåÊ,41,39
Damnation AlleyåÊ,41,71
The ApparitionåÊ,145,108
My GirlåÊ,31,115
Fur: An Imaginary Portrait of Diane ArbusåÊ,105,97
The IllusioniståÊ,236,645
Wall StreetåÊ,114,219
Sense and SensibilityåÊ,69,196
Becoming JaneåÊ,150,151
Sydney WhiteåÊ,72,50
House of Sand and FogåÊ,158,469
Dead Poets SocietyåÊ,96,491
Dumb & DumberåÊ,84,438
When Harry Met Sally...åÊ,114,273
The VerdictåÊ,79,154
Road TripåÊ,103,302
Varsity BluesåÊ,67,267
The ArtiståÊ,576,583
The UnbornåÊ,178,230
Moonrise KingdomåÊ,487,377
The Texas Chainsaw Massacre: The BeginningåÊ,196,366
The Young MessiahåÊ,24,30
The Master of DisguiseåÊ,56,307
Pan's LabyrinthåÊ,406,1083
The MessengersåÊ            ,3,57
See Spot RunåÊ,51,53
Baby BoyåÊ,41,81
The RoommateåÊ,138,115
Joe DirtåÊ,78,205
Double ImpactåÊ,40,72
Hot FuzzåÊ,285,687
The WomenåÊ,124,125
Vicky Cristina BarcelonaåÊ,275,365
Arn: The Knight TemplaråÊ,34,54
Bad MomsåÊ,81,46
Boys and GirlsåÊ,67,134
White OleanderåÊ,103,171
Jennifer's BodyåÊ,300,294
Drowning MonaåÊ,84,148
Radio DaysåÊ,64,91
Left BehindåÊ,169,374
Remember MeåÊ,158,361
How to DealåÊ,46,95
My Stepmother Is an AlienåÊ,15,55
PhiladelphiaåÊ,68,261
The Thirteenth FlooråÊ,111,302
The CookoutåÊ,21,20
MeteoråÊ,42,90
DuetsåÊ,65,123
Hollywood EndingåÊ,109,148
Detroit Rock CityåÊ,42,194
HighlanderåÊ,112,316
Things We Lost in the FireåÊ,146,88
SteelåÊ,36,62
The ImmigrantåÊ,230,70
The White CountessåÊ,64,78
TranceåÊ,393,212
Soul PlaneåÊ,75,150
Welcome to the SticksåÊ,78,49
GoodåÊ,67,42
Enter the VoidåÊ,216,192
VampsåÊ,54,42
Hachi: A Dog's TaleåÊ,84,304
ZuluåÊ,69,43
The HomesmanåÊ,208,132
Juwanna MannåÊ,32,40
LilyhammeråÊ            ,20,79
AraratåÊ,78,180
MadisonåÊ,21,26
Slow BurnåÊ,40,24
WasabiåÊ,40,91
SlitheråÊ,251,352
Beverly Hills CopåÊ,94,175
Home AloneåÊ,102,305
3 Men and a BabyåÊ,21,42
TootsieåÊ,94,194
Top GunåÊ,173,388
"Crouching Tiger, Hidden DragonåÊ",287,1641
American BeautyåÊ,176,2715
The King's SpeechåÊ,479,636
TwinsåÊ,27,79
Scream: The TV SeriesåÊ            ,20,68
The Yellow HandkerchiefåÊ,60,36
The Color PurpleåÊ,70,199
Tidal WaveåÊ,43,25
Ben-HuråÊ,1,1
The Imitation GameåÊ,454,608
Private BenjaminåÊ,25,60
Coal Miner's DaughteråÊ,46,84
Diary of a Wimpy KidåÊ,111,103
MamaåÊ,393,304
HalloweenåÊ,318,1191
National Lampoon's VacationåÊ,55,183
Bad GrandpaåÊ,157,162
The QueenåÊ,280,421
BeetlejuiceåÊ,109,306
Why Did I Get Married?åÊ,41,100
Little WomenåÊ,27,132
The Woman in BlackåÊ,462,509
When a Stranger CallsåÊ,152,468
Big Fat LiaråÊ,69,99
The Deer HunteråÊ,140,1026
Wag the DogåÊ,130,218
The Lizzie McGuire MovieåÊ,66,172
SnitchåÊ,238,122
KrampusåÊ,198,181
The FacultyåÊ,154,502
What's Love Got to Do with ItåÊ,19,59
Cop LandåÊ,131,207
Not Another Teen MovieåÊ,97,393
End of WatchåÊ,355,336
AlohaåÊ,138,172
The SkullsåÊ,102,193
The Theory of EverythingåÊ,419,388
Malibu's Most WantedåÊ,37,87
Where the Heart IsåÊ,78,240
Lawrence of ArabiaåÊ,181,559
Halloween IIåÊ,220,491
WildåÊ,349,252
The Last House on the LeftåÊ,241,279
The Wedding DateåÊ,103,250
Halloween: ResurrectionåÊ,151,614
Clash of the TitansåÊ,344,637
The Princess BrideåÊ,185,718
The Great DebatersåÊ,112,118
DriveåÊ,676,1264
Confessions of a Teenage Drama QueenåÊ,74,105
The Object of My AffectionåÊ,65,132
28 Weeks LateråÊ,274,713
When the Game Stands TallåÊ,50,64
Because of Winn-DixieåÊ,96,88
Love & BasketballåÊ,68,116
Grosse Pointe BlankåÊ,111,296
All About SteveåÊ,128,143
Book of Shadows: Blair Witch 2åÊ,160,457
The CraftåÊ,93,195
Match PointåÊ,278,735
Ramona and BeezusåÊ,81,52
The Remains of the DayåÊ,58,156
Boogie NightsåÊ,153,560
Nowhere to RunåÊ,25,55
FlickaåÊ,46,76
The Hills Have Eyes IIåÊ,161,211
Urban Legends: Final CutåÊ,108,227
Tuck EverlastingåÊ,69,127
The MarineåÊ,78,284
KeanuåÊ,129,84
Country StrongåÊ,135,114
Disturbing BehavioråÊ,96,237
The Place Beyond the PinesåÊ,417,376
The November ManåÊ,172,152
Eye of the BeholderåÊ,88,415
The Hurt LockeråÊ,388,876
FirestarteråÊ,45,96
Killing Them SoftlyåÊ,414,369
A Most Wanted ManåÊ,291,158
Freddy Got FingeredåÊ,97,619
The Pirates Who Don't Do Anything: A VeggieTales MovieåÊ,37,22
U2 3DåÊ,68,31
Highlander: EndgameåÊ,90,355
IdlewildåÊ,81,91
One DayåÊ,221,181
Whip ItåÊ,230,118
Knockaround GuysåÊ,57,135
ConfidenceåÊ,119,144
The MuseåÊ,97,140
De-LovelyåÊ,119,226
New York StoriesåÊ,42,55
Barney's Great AdventureåÊ,24,53
The Man with the Iron FistsåÊ,208,224
Home FriesåÊ,42,88
Here on EarthåÊ,44,162
BrazilåÊ,230,513
Raise Your VoiceåÊ,46,212
The Dead ZoneåÊ            ,18,77
The Big LebowskiåÊ,249,1028
Black Snake MoanåÊ,197,200
Dark BlueåÊ,71,125
A Mighty HeartåÊ,190,118
Whatever It TakesåÊ,50,89
Boat TripåÊ,63,132
The Importance of Being EarneståÊ,104,141
The Love LetteråÊ,,56
HootåÊ,49,66
In BrugesåÊ,300,513
PeeplesåÊ,43,33
The RockeråÊ,132,104
Post GradåÊ,97,53
Promised LandåÊ,242,102
Whatever WorksåÊ,218,169
The In CrowdåÊ,49,85
Three BurialsåÊ,172,199
Jakob the LiaråÊ,68,89
Kiss Kiss Bang BangåÊ,223,336
Idle HandsåÊ,59,198
Mulholland DriveåÊ,252,1768
Blood and ChocolateåÊ,106,190
You Will Meet a Tall Dark StrangeråÊ,223,108
Never Let Me GoåÊ,328,320
The CompanyåÊ            ,9,39
TranssiberianåÊ,150,162
The Clan of the Cave BearåÊ,21,62
Crazy in AlabamaåÊ,28,71
Funny GamesåÊ,250,436
ListeningåÊ,17,13
Felicia's JourneyåÊ,95,83
MetropolisåÊ,260,413
District B13åÊ,141,157
Things to Do in Denver When You're DeadåÊ,52,144
The AssassinåÊ,205,87
Buffalo SoldiersåÊ,109,111
The ReturnåÊ,103,172
Ong-bak 2åÊ,110,72
CenturionåÊ,195,201
Silent TriggeråÊ,14,29
The Midnight Meat TrainåÊ,177,209
Winnie MandelaåÊ,17,15
The Son of No OneåÊ,62,41
All the Queen's MenåÊ,19,40
The Good NightåÊ,50,39
Bathory: Countess of BloodåÊ,25,32
KhumbaåÊ,39,12
AutomataåÊ,136,134
Dungeons & Dragons: Wrath of the Dragon GodåÊ,26,108
Chiamatemi Francesco - Il Papa della genteåÊ,4,4
Shinjuku IncidentåÊ,53,53
PandaemoniumåÊ,22,32
Groundhog DayåÊ,147,609
Magic Mike XXLåÊ,222,135
Romeo + JulietåÊ,106,506
Sarah's KeyåÊ,136,73
FreedomåÊ,5,13
UnforgivenåÊ,131,495
ManderlayåÊ,140,81
Slumdog MillionaireåÊ,418,1017
Fatal AttractionåÊ,94,201
Pretty WomanåÊ,82,271
Towering InfernoåÊ            ,,
Crocodile Dundee IIåÊ,32,62
Broken HorsesåÊ,22,20
Born on the Fourth of JulyåÊ,72,173
Cool RunningsåÊ,39,97
My Bloody ValentineåÊ,264,268
The PossessionåÊ,264,162
First BloodåÊ,145,376
Stomp the YardåÊ,86,162
The Spy Who Loved MeåÊ,112,275
Ghost HuntersåÊ            ,17,57
Urban LegendåÊ,101,426
Dangerous LiaisonsåÊ,51,143
Good DeedsåÊ,42,43
White FangåÊ,10,31
SuperstaråÊ,43,160
The Iron LadyåÊ,331,350
Jonah: A VeggieTales MovieåÊ,38,78
Poetic JusticeåÊ,12,31
All About the BenjaminsåÊ,40,33
Vampire in BrooklynåÊ,34,53
Exorcist II: The HereticåÊ,82,252
An American HauntingåÊ,125,747
My Boss's DaughteråÊ,56,123
A Perfect GetawayåÊ,160,215
Our Family WeddingåÊ,71,20
Dead Man on CampusåÊ,37,106
Tea with MussoliniåÊ,62,157
ThinneråÊ,73,122
"New York, New YorkåÊ",59,75
CrooklynåÊ,25,39
I Think I Love My WifeåÊ,97,55
Jason XåÊ,205,673
Big Fat LiaråÊ,69,99
BobbyåÊ,195,270
Head Over HeelsåÊ,61,104
Fun SizeåÊ,77,32
The Diving Bell and the ButterflyåÊ,259,175
Little ChildrenåÊ,251,320
GossipåÊ,63,112
A Walk on the MoonåÊ,47,114
Catch a FireåÊ,108,59
Soul SurvivorsåÊ,64,181
Jefferson in ParisåÊ,20,27
Easy VirtueåÊ,135,79
CaravansåÊ,2,8
Mr. TurneråÊ,262,165
Wild GrassåÊ,129,31
Amen.åÊ,69,55
Reign of AssassinsåÊ,50,34
The Lucky OnesåÊ,57,36
MargaretåÊ,116,119
Stan HelsingåÊ,45,66
FlippedåÊ,87,104
Brokeback MountainåÊ,357,2254
Teenage Mutant Ninja TurtlesåÊ,348,491
CluelessåÊ,88,248
Far from HeavenåÊ,181,378
Hot Tub Time Machine 2åÊ,107,96
DekalogåÊ            ,53,37
QuillsåÊ,132,314
Seven PsychopathsåÊ,401,284
The Caveman's ValentineåÊ,58,59
The BorderåÊ            ,1,2
DownfallåÊ,192,564
The Sea InsideåÊ,157,140
Under the SkinåÊ,454,616
"Good Morning, VietnamåÊ",62,131
The Last GodfatheråÊ,4,17
Justin Bieber: Never Say NeveråÊ,84,233
Black SwanåÊ,669,1140
RoboCopåÊ,492,630
The Godfather: Part IIåÊ,149,650
Save the Last DanceåÊ,101,320
A Nightmare on Elm Street 4: The Dream MasteråÊ,102,260
Miracles from HeavenåÊ,63,55
"Dude, Where's My Car?åÊ",106,469
Young GunsåÊ,50,120
St. VincentåÊ,275,171
About Last NightåÊ,90,42
10 Things I Hate About YouåÊ,133,549
The New GuyåÊ,49,159
Loaded Weapon 1åÊ,19,72
The ShallowsåÊ,186,139
The Butterfly EffectåÊ,185,1100
Snow DayåÊ,42,91
This ChristmasåÊ,37,32
Baby GeniusesåÊ,45,168
The Big HitåÊ,57,168
Harriet the SpyåÊ,25,42
Child's Play 2åÊ,59,166
No Good DeedåÊ,58,84
The MiståÊ,330,1066
Ex MachinaåÊ,489,611
Being John MalkovichåÊ,242,840
Two Can Play That GameåÊ,40,31
Earth to EchoåÊ,112,149
Crazy/BeautifulåÊ,84,169
Letters from Iwo JimaåÊ,251,316
The Astronaut FarmeråÊ,113,128
WooåÊ,23,20
RoomåÊ,421,351
Dirty WorkåÊ,32,117
Serial MomåÊ,52,107
DickåÊ,81,210
Del 1 - MÌ_n som hatar kvinnoråÊ            ,,
Light It UpåÊ,39,39
54åÊ,63,181
Bubble BoyåÊ,47,181
Birthday GirlåÊ,111,159
21 & OveråÊ,168,84
"Paris, je t'aimeåÊ",165,123
Resurrecting the ChampåÊ,104,59
AdmissionåÊ,150,87
The Widow of Saint-PierreåÊ,61,69
ChloeåÊ,226,166
FaithfulåÊ,21,19
BrothersåÊ,217,201
Find Me GuiltyåÊ,94,108
The Perks of Being a WallfloweråÊ,364,457
Excessive ForceåÊ,19,23
InfamousåÊ,129,102
The ClaimåÊ,71,92
The Vatican TapesåÊ,93,53
Attack the BlockåÊ,399,297
In the Land of Blood and HoneyåÊ,110,180
The CallåÊ,285,266
Operation ChromiteåÊ,2,1
The Crocodile Hunter: Collision CourseåÊ,61,106
I Love You Phillip MorrisåÊ,242,162
Quest for FireåÊ,62,96
Antwone FisheråÊ,121,159
The Emperor's ClubåÊ,83,139
True RomanceåÊ,122,460
WombåÊ,88,35
Glengarry Glen RossåÊ,120,365
The Killer Inside MeåÊ,225,176
Cat PeopleåÊ,130,106
Sorority RowåÊ,167,126
The Prisoner of ZendaåÊ,7,44
Lars and the Real GirlåÊ,226,299
The Boy in the Striped PajamasåÊ,185,398
Dancer in the DarkåÊ,177,690
Oscar and LucindaåÊ,28,50
The FuneralåÊ,48,48
Solitary ManåÊ,116,60
MacheteåÊ,391,392
Casino JackåÊ,117,51
The Land Before TimeåÊ,24,133
Tae Guk Gi: The Brotherhood of WaråÊ,86,224
The Perfect GameåÊ,41,33
The ExorciståÊ,304,1058
JawsåÊ,385,962
American PieåÊ,145,789
Ernest & CelestineåÊ,99,32
The Golden ChildåÊ,29,69
Think Like a ManåÊ,77,62
BarbershopåÊ,91,156
Star Trek II: The Wrath of KhanåÊ,148,359
Ace Ventura: Pet DetectiveåÊ,61,242
WarGamesåÊ,84,152
WitnessåÊ,83,175
Act of ValoråÊ,216,349
Step UpåÊ,107,271
Beavis and Butt-Head Do AmericaåÊ,63,154
Jackie BrownåÊ,140,462
Harold & Kumar Escape from Guantanamo BayåÊ,153,165
ChronicleåÊ,414,471
YentlåÊ,16,68
Time BanditsåÊ,139,177
CrossroadsåÊ,111,578
Project XåÊ,229,261
PattonåÊ,112,258
One Hour PhotoåÊ,207,605
QuarantineåÊ,198,369
The EyeåÊ,172,156
Johnson Family VacationåÊ,45,49
How HighåÊ,34,102
The Muppet Christmas CarolåÊ,75,147
Casino RoyaleåÊ,400,2301
FridaåÊ,128,271
Katy Perry: Part of MeåÊ,68,50
The Fault in Our StarsåÊ,326,548
RoundersåÊ,128,290
Top FiveåÊ,161,93
ProphecyåÊ,70,75
Stir of EchoesåÊ,164,374
Spartacus: War of the DamnedåÊ            ,68,302
PhilomenaåÊ,354,233
The Upside of AngeråÊ,125,219
The Boys from BrazilåÊ,55,123
AquamarineåÊ,66,150
Paper TownsåÊ,191,160
My Baby's DaddyåÊ,33,18
NebraskaåÊ,433,274
Tales from the Crypt: Demon KnightåÊ,66,104
Max Keeble's Big MoveåÊ,37,69
Young AdultåÊ,325,203
CrankåÊ,170,444
How to Be a PlayeråÊ,11,15
Living Out LoudåÊ,24,88
Just WrightåÊ,70,36
Rachel Getting MarriedåÊ,232,281
The Postman Always Rings TwiceåÊ,34,48
Girl with a Pearl EarringåÊ,160,296
Das BootåÊ,96,426
The AlamoåÊ,106,267
Sorority BoysåÊ,53,105
About TimeåÊ,274,391
House of Flying DaggersåÊ,248,420
ArbitrageåÊ,288,145
Project AlmanacåÊ,177,177
Cadillac RecordsåÊ,81,90
ScrewedåÊ,29,69
FortressåÊ,58,68
For Your ConsiderationåÊ,144,150
CelebrityåÊ,114,161
Running with ScissorsåÊ,132,188
From Justin to KellyåÊ,60,304
Girl 6åÊ,30,33
In the CutåÊ,138,354
Two LoversåÊ,190,98
Last OrdersåÊ,61,99
The HoståÊ,363,279
The Pursuit of D.B. CooperåÊ,2,10
RavenousåÊ,131,316
Charlie BartlettåÊ,146,124
The Great BeautyåÊ,280,124
The Dangerous Lives of Altar BoysåÊ,78,122
StokeråÊ,469,235
2046åÊ,194,210
Married LifeåÊ,121,50
DumaåÊ,38,43
OndineåÊ,123,57
BrotheråÊ,81,133
Welcome to CollinwoodåÊ,72,90
Critical CareåÊ,25,12
The Life Before Her EyesåÊ,78,78
Darling CompanionåÊ,57,25
TradeåÊ,69,75
FatelessåÊ,73,45
Breakfast of ChampionsåÊ,42,133
"A Woman, a Gun and a Noodle ShopåÊ",101,20
CypheråÊ,82,124
City of Life and DeathåÊ,149,62
HomeåÊ,165,214
Legend of Kung Fu RabbitåÊ,5,12
Space Battleship YamatoåÊ,44,49
5 Days of WaråÊ,74,61
TriangleåÊ,156,293
10 Days in a MadhouseåÊ,1,10
Heaven Is for RealåÊ,82,153
SnatchåÊ,151,726
Dancin' It's OnåÊ,3,7
Pet SemataryåÊ,98,248
MadadayoåÊ,25,40
The Cry of the OwlåÊ,35,27
A Tale of Three CitiesåÊ,6,6
GremlinsåÊ,183,245
Star Wars: Episode IV - A New HopeåÊ,282,1470
Dirty GrandpaåÊ,158,166
Doctor ZhivagoåÊ,89,255
TrashåÊ,101,26
High School Musical 3: Senior YearåÊ,128,171
The FighteråÊ,410,389
Jackass Number TwoåÊ,104,196
My Cousin VinnyåÊ,54,201
If I StayåÊ,141,132
Drive HardåÊ,30,33
Major LeagueåÊ,57,97
St. Trinian'såÊ,56,102
Phone BoothåÊ,216,629
A Walk to RememberåÊ,80,962
Dead Man WalkingåÊ,77,190
Cruel IntentionsåÊ,101,749
Saw VIåÊ,156,194
History of the World: Part IåÊ,48,131
The Secret Life of BeesåÊ,109,56
Corky RomanoåÊ,62,100
Raising CainåÊ,33,80
F.I.S.T.åÊ,20,35
Invaders from MarsåÊ,52,64
BrooklynåÊ,351,212
Barry LyndonåÊ,124,369
Out ColdåÊ,37,90
The Ladies ManåÊ,58,79
QuartetåÊ,175,126
TomcatsåÊ,75,121
FrailtyåÊ,161,463
Woman in GoldåÊ,203,147
KinseyåÊ,188,204
Army of DarknessåÊ,221,604
SlackersåÊ,66,107
What's Eating Gilbert GrapeåÊ,80,292
The Visual Bible: The Gospel of JohnåÊ,25,74
Vera DrakeåÊ,169,165
The GuruåÊ,70,128
The Perez FamilyåÊ,15,19
Inside Llewyn DavisåÊ,535,313
OåÊ,92,153
Return to the Blue LagoonåÊ,14,39
The Molly MaguiresåÊ,13,36
Romance & CigarettesåÊ,87,69
Copying BeethovenåÊ,78,86
PoltergeiståÊ,223,321
Brighton RockåÊ,136,59
Saw VåÊ,160,262
Machine Gun McCainåÊ,28,12
LOLåÊ,54,111
JindabyneåÊ,75,115
Kabhi Alvida Naa KehnaåÊ,20,264
An Ideal HusbandåÊ,105,132
The Last Days on MarsåÊ,120,160
DarknessåÊ,108,349
2001: A Space OdysseyåÊ,285,1736
E.T. the Extra-TerrestrialåÊ,215,515
In the Land of WomenåÊ,81,74
The Blue ButterflyåÊ,17,28
There Goes My BabyåÊ,5,31
LovesickåÊ            ,3,18
HousefullåÊ,10,43
September DawnåÊ,43,111
For Greater Glory: The True Story of CristiadaåÊ,43,57
La Famille BÌ©lieråÊ,94,27
Good Will HuntingåÊ,161,682
MisconductåÊ,38,50
Saw IIIåÊ,210,614
StripesåÊ,52,134
Bring It OnåÊ,139,385
The Purge: Election YearåÊ,165,94
She's All ThatåÊ,96,389
PreciousåÊ,323,275
Saw IVåÊ,190,319
White NoiseåÊ,173,403
Madea's Family ReunionåÊ,46,137
The Color of MoneyåÊ,59,115
The Longest DayåÊ,53,192
The Mighty DucksåÊ,22,46
The GrudgeåÊ,203,911
Happy GilmoreåÊ,77,289
Jeepers CreepersåÊ,190,985
Bill & Ted's Excellent AdventureåÊ,81,181
Oliver!åÊ,56,138
The Best Exotic Marigold HotelåÊ,264,266
Recess: School's OutåÊ,44,38
Mad Max Beyond ThunderdomeåÊ,117,193
CommandoåÊ,124,437
The BoyåÊ,159,155
DevilåÊ,273,319
Friday After NextåÊ,26,66
Insidious: Chapter 3åÊ,242,183
The Last DragonåÊ,55,109
SnatchåÊ,151,726
The Lawnmower ManåÊ,48,96
Nick and Norah's Infinite PlayliståÊ,166,129
DogmaåÊ,206,1015
The Banger SistersåÊ,92,147
Twilight Zone: The MovieåÊ,78,121
Road HouseåÊ,83,201
A Low Down Dirty ShameåÊ,8,26
SwimfanåÊ,86,217
Employee of the MonthåÊ,85,151
Can't Hardly WaitåÊ,76,247
The OutsidersåÊ,60,308
Pete's DragonåÊ,78,6
The Dead ZoneåÊ,112,182
Sinister 2åÊ,189,126
SparkleåÊ,82,48
ValentineåÊ,120,371
The Fourth KindåÊ,183,330
A Prairie Home CompanionåÊ,211,280
Sugar HillåÊ,14,35
Invasion U.S.A.åÊ,54,90
Roll BounceåÊ,55,75
RushmoreåÊ,179,640
SkylineåÊ,221,944
The Second Best Exotic Marigold HotelåÊ,158,100
Kit Kittredge: An American GirlåÊ,73,24
The Perfect ManåÊ,65,104
Mo' Better BluesåÊ,23,30
Kung Pow: Enter the FiståÊ,63,518
TremorsåÊ,132,248
Wrong TurnåÊ,191,540
The Long RidersåÊ,52,78
The CorruptoråÊ,91,131
MudåÊ,368,261
Reno 911!: MiamiåÊ,89,73
One Direction: This Is UsåÊ,83,68
"The Goods: Live Hard, Sell HardåÊ",83,59
Hey Arnold! The MovieåÊ,33,43
My Week with MarilynåÊ,386,216
The MatadoråÊ,191,234
Love JonesåÊ,16,28
The GiftåÊ,297,279
End of the SpearåÊ,47,148
Get Over ItåÊ,63,180
Office SpaceåÊ,144,621
Drop Dead GorgeousåÊ,77,321
Big EyesåÊ,325,147
Very Bad ThingsåÊ,100,481
SleepoveråÊ,52,75
Body DoubleåÊ,98,178
MacGruberåÊ,163,125
Dirty Pretty ThingsåÊ,137,203
Movie 43åÊ,180,352
The TouriståÊ,321,374
Over Her Dead BodyåÊ,100,53
Seeking a Friend for the End of the WorldåÊ,265,221
Cedar RapidsåÊ,212,85
BonesåÊ            ,68,173
American History XåÊ,162,1420
The CollectionåÊ,147,99
Teacher's PetåÊ,33,26
The Red ViolinåÊ,94,247
The Straight StoryåÊ,143,414
Deuces WildåÊ,38,92
Bad WordsåÊ,126,119
"Run, Fatboy, RunåÊ",168,143
HeartbeepsåÊ,19,31
Black or WhiteåÊ,91,57
On the LineåÊ,46,79
Rescue DawnåÊ,198,205
Danny CollinsåÊ,139,100
"Jeff, Who Lives at HomeåÊ",182,112
I Am LoveåÊ,181,114
Atlas Shrugged II: The StrikeåÊ,23,122
Romeo Is BleedingåÊ,30,88
The LimeyåÊ,111,240
CrashåÊ,287,1624
The House of MirthåÊ,96,181
MaloneåÊ,27,37
Peaceful WarrioråÊ,44,175
Bucky Larson: Born to Be a StaråÊ,49,64
BamboozledåÊ,57,186
The ForeståÊ,185,127
SphinxåÊ,2,21
While We're YoungåÊ,270,96
A Better LifeåÊ,94,81
SpideråÊ,157,213
Gun ShyåÊ,49,91
Nicholas NicklebyåÊ,80,103
The IcemanåÊ,221,144
DekalogåÊ            ,53,37
KrrishåÊ,20,110
Cecil B. DeMentedåÊ,90,150
Killer JoeåÊ,376,216
The JonesesåÊ,144,88
Owning MahownyåÊ,82,83
The Brothers SolomonåÊ,51,46
My Blueberry NightsåÊ,192,117
IlluminataåÊ,36,40
Swept AwayåÊ,71,215
"War, Inc.åÊ",79,112
Shaolin SocceråÊ,246,243
The Brown BunnyåÊ,115,226
The SwindleåÊ,34,21
RosewateråÊ,129,37
The Chambermaid on the TitanicåÊ,22,14
CoriolanusåÊ,196,118
Imaginary HeroesåÊ,73,56
High Heels and Low LifesåÊ,43,44
World's Greatest DadåÊ,129,129
SeveranceåÊ,200,194
EdmondåÊ,79,119
Welcome to the RileysåÊ,112,56
Police Academy: Mission to MoscowåÊ,17,103
Blood Done Sign My NameåÊ,20,3
"Cinco de Mayo, La BatallaåÊ",12,3
Elsa & FredåÊ,59,18
An Alan Smithee Film: Burn Hollywood BurnåÊ,29,85
The Open RoadåÊ,23,11
The Good GuyåÊ,22,20
MotherhoodåÊ,43,23
Free StyleåÊ,16,4
StrangerlandåÊ,84,57
The Janky PromotersåÊ,4,10
Blonde AmbitionåÊ,20,34
The Oxford MurdersåÊ,71,94
The ReefåÊ,102,89
EulogyåÊ,27,68
White Noise 2: The LightåÊ,62,82
You Got Served: Beat the WorldåÊ,5,11
Fifty Dead Men WalkingåÊ,76,38
Jungle ShuffleåÊ,8,2
Adam ResurrectedåÊ,75,31
Of Horses and MenåÊ,66,7
It's a Wonderful AfterlifeåÊ,31,16
The Devil's TombåÊ,32,60
PartitionåÊ,17,27
Good IntentionsåÊ,4,3
"The Good, the Bad, the WeirdåÊ",152,74
Nurse 3DåÊ,129,75
GunlessåÊ,15,27
AdventurelandåÊ,248,220
The Lost CityåÊ,52,165
Next FridayåÊ,55,84
American HeiståÊ,30,42
You Only Live TwiceåÊ,130,267
PlasticåÊ,29,12
AmouråÊ,447,190
Poltergeist IIIåÊ,66,114
Re-KillåÊ,18,26
"It's a Mad, Mad, Mad, Mad WorldåÊ",61,344
VolveråÊ,232,228
Heavy MetalåÊ,62,147
Gentlemen BroncosåÊ,106,54
Richard IIIåÊ,56,88
Into the Grizzly MazeåÊ,48,38
KitesåÊ,41,106
MelancholiaåÊ,439,551
Red DogåÊ,54,80
Jab Tak Hai JaanåÊ,50,286
AlienåÊ,392,1110
The Texas Chain Saw MassacreåÊ,277,826
The RunawaysåÊ,259,129
Fiddler on the RoofåÊ,66,150
ThunderballåÊ,129,275
DetentionåÊ,115,76
Loose CannonsåÊ,81,29
Set It OffåÊ,29,70
The Best ManåÊ,32,79
Child's PlayåÊ,142,281
SickoåÊ,263,429
The Purge: AnarchyåÊ,285,244
Down to YouåÊ,64,173
Harold & Kumar Go to White CastleåÊ,150,316
The ContenderåÊ,136,370
Boiler RoomåÊ,132,246
Trading PlacesåÊ,71,159
Black ChristmasåÊ,186,278
Breakin' All the RulesåÊ,39,26
Henry VåÊ,46,108
The SavagesåÊ,201,127
Chasing PapiåÊ,32,41
The Way of the GunåÊ,117,327
Igby Goes DownåÊ,136,238
PCUåÊ,15,52
The Ultimate GiftåÊ,46,81
The Bold and the BeautifulåÊ            ,1,54
The Ice PiratesåÊ,41,56
GracieåÊ,65,27
Trust the ManåÊ,100,63
Hamlet 2åÊ,129,76
Velvet GoldmineåÊ,103,314
The WailingåÊ,77,24
Glee: The 3D Concert MovieåÊ,67,21
The Legend of SuriyothaiåÊ,31,47
Two Evil EyesåÊ,76,45
BarbecueåÊ,17,1
All or NothingåÊ,81,94
Princess KaiulaniåÊ,26,14
Opal DreamåÊ,24,6
HeiståÊ,44,57
Flame and CitronåÊ,80,44
UndiscoveredåÊ,41,45
Red Riding: In the Year of Our Lord 1974åÊ,91,44
The Girl on the TrainåÊ,66,14
Veronika Decides to DieåÊ,19,42
Crocodile DundeeåÊ,35,93
"Ultramarines: A Warhammer 40,000 MovieåÊ",19,64
The I InsideåÊ,33,57
Beneath Hill 60åÊ,17,39
PolisseåÊ,163,33
AwakeåÊ,133,196
